freq,unit,age,sex,geo,value,year
A,YR,Y_LT1,M,ES70,80.5,2017
A,YR,Y_LT1,M,ES70,80,2018
A,YR,Y_LT1,M,ES70,80.9,2019
A,YR,Y_LT1,M,ES70,80,2020
A,YR,Y_LT1,M,ES70,79.8,2021
A,YR,Y_LT1,M,ES70,79.8,2022
A,YR,Y_LT1,M,ES70,80.2,2023
A,YR,Y_LT1,M,FI19,78.2,2012
A,YR,Y_LT1,M,FI19,78.6,2013
A,YR,Y_LT1,M,FI19,78.4,2014
A,YR,Y_LT1,M,FI19,79,2015
A,YR,Y_LT1,M,FI19,78.7,2016
A,YR,Y_LT1,M,FI19,79.1,2017
A,YR,Y_LT1,M,FI19,79.3,2018
A,YR,Y_LT1,M,FI19,79.7,2019
A,YR,Y_LT1,M,FI19,79.7,2020
A,YR,Y_LT1,M,FI19,79.9,2021
A,YR,Y_LT1,M,FI19,78.7,2022
A,YR,Y_LT1,M,FI19,78.8,2023
A,YR,Y_LT1,M,FI1B,78.1,2012
A,YR,Y_LT1,M,FI1B,78.7,2013
A,YR,Y_LT1,M,FI1B,79.1,2014
A,YR,Y_LT1,M,FI1B,79.2,2015
A,YR,Y_LT1,M,FI1B,79.2,2016
A,YR,Y_LT1,M,FI1B,79.4,2017
A,YR,Y_LT1,M,FI1B,79.8,2018
A,YR,Y_LT1,M,FI1B,79.9,2019
A,YR,Y_LT1,M,FI1B,79.3,2020
A,YR,Y_LT1,M,FI1B,79.6,2021
A,YR,Y_LT1,M,FI1B,79.2,2022
A,YR,Y_LT1,M,FI1B,79.7,2023
A,YR,Y_LT1,M,FI1C,77.3,2012
A,YR,Y_LT1,M,FI1C,77.6,2013
A,YR,Y_LT1,M,FI1C,78.1,2014
A,YR,Y_LT1,M,FI1C,78.5,2015
A,YR,Y_LT1,M,FI1C,78.4,2016
A,YR,Y_LT1,M,FI1C,78.7,2017
A,YR,Y_LT1,M,FI1C,78.8,2018
A,YR,Y_LT1,M,FI1C,78.7,2019
A,YR,Y_LT1,M,FI1C,79.2,2020
A,YR,Y_LT1,M,FI1C,78.8,2021
A,YR,Y_LT1,M,FI1C,78.6,2022
A,YR,Y_LT1,M,FI1C,78.7,2023
A,YR,Y_LT1,M,FI1D,76.9,2012
A,YR,Y_LT1,M,FI1D,77.1,2013
A,YR,Y_LT1,M,FI1D,77.6,2014
A,YR,Y_LT1,M,FI1D,78.1,2015
A,YR,Y_LT1,M,FI1D,77.9,2016
A,YR,Y_LT1,M,FI1D,78.2,2017
A,YR,Y_LT1,M,FI1D,78.4,2018
A,YR,Y_LT1,M,FI1D,78.9,2019
A,YR,Y_LT1,M,FI1D,78.5,2020
A,YR,Y_LT1,M,FI1D,78.5,2021
A,YR,Y_LT1,M,FI1D,78.1,2022
A,YR,Y_LT1,M,FI1D,78.7,2023
A,YR,Y_LT1,M,FI20,77.4,2012
A,YR,Y_LT1,M,FI20,79.3,2013
A,YR,Y_LT1,M,FI20,81.3,2014
A,YR,Y_LT1,M,FI20,80.7,2015
A,YR,Y_LT1,M,FI20,78.4,2016
A,YR,Y_LT1,M,FI20,81.9,2017
A,YR,Y_LT1,M,FI20,81.5,2018
A,YR,Y_LT1,M,FI20,81.7,2019
A,YR,Y_LT1,M,FI20,80.3,2020
A,YR,Y_LT1,M,FI20,82.8,2021
A,YR,Y_LT1,M,FI20,81.2,2022
A,YR,Y_LT1,M,FI20,82,2023
A,YR,Y_LT1,M,FR10,80.4,2012
A,YR,Y_LT1,M,FR10,80.8,2013
A,YR,Y_LT1,M,FR10,81.4,2014
A,YR,Y_LT1,M,FR10,81,2015
A,YR,Y_LT1,M,FR10,81.3,2016
A,YR,Y_LT1,M,FR10,81.4,2017
A,YR,Y_LT1,M,FR10,81.6,2018
A,YR,Y_LT1,M,FR10,81.8,2019
A,YR,Y_LT1,M,FR10,79.7,2020
A,YR,Y_LT1,M,FR10,80.8,2021
A,YR,Y_LT1,M,FR10,81.4,2022
A,YR,Y_LT1,M,FR10,82.3,2023
A,YR,Y_LT1,M,FRB0,78.8,2012
A,YR,Y_LT1,M,FRB0,79,2013
A,YR,Y_LT1,M,FRB0,79.4,2014
A,YR,Y_LT1,M,FRB0,79.1,2015
A,YR,Y_LT1,M,FRB0,79.4,2016
A,YR,Y_LT1,M,FRB0,79.4,2017
A,YR,Y_LT1,M,FRB0,79.5,2018
A,YR,Y_LT1,M,FRB0,79.6,2019
A,YR,Y_LT1,M,FRB0,79.3,2020
A,YR,Y_LT1,M,FRB0,79,2021
A,YR,Y_LT1,M,FRB0,79,2022
A,YR,Y_LT1,M,FRB0,79.6,2023
A,YR,Y_LT1,M,FRC1,78.2,2012
A,YR,Y_LT1,M,FRC1,78.4,2013
A,YR,Y_LT1,M,FRC1,78.8,2014
A,YR,Y_LT1,M,FRC1,78.5,2015
A,YR,Y_LT1,M,FRC1,78.8,2016
A,YR,Y_LT1,M,FRC1,78.7,2017
A,YR,Y_LT1,M,FRC1,79,2018
A,YR,Y_LT1,M,FRC1,79.3,2019
A,YR,Y_LT1,M,FRC1,78.6,2020
A,YR,Y_LT1,M,FRC1,78.9,2021
A,YR,Y_LT1,M,FRC1,78.6,2022
A,YR,Y_LT1,M,FRC1,79.2,2023
A,YR,Y_LT1,M,FRC2,78.6,2012
A,YR,Y_LT1,M,FRC2,79.2,2013
A,YR,Y_LT1,M,FRC2,79.4,2014
A,YR,Y_LT1,M,FRC2,79.1,2015
A,YR,Y_LT1,M,FRC2,79.5,2016
A,YR,Y_LT1,M,FRC2,79.5,2017
A,YR,Y_LT1,M,FRC2,79.4,2018
A,YR,Y_LT1,M,FRC2,79.7,2019
A,YR,Y_LT1,M,FRC2,78.6,2020
A,YR,Y_LT1,M,FRC2,79.4,2021
A,YR,Y_LT1,M,FRC2,79.2,2022
A,YR,Y_LT1,M,FRC2,79.5,2023
A,YR,Y_LT1,M,FRD1,77.8,2012
A,YR,Y_LT1,M,FRD1,78.3,2013
A,YR,Y_LT1,M,FRD1,78.8,2014
A,YR,Y_LT1,M,FRD1,78.5,2015
A,YR,Y_LT1,M,FRD1,78.8,2016
A,YR,Y_LT1,M,FRD1,79,2017
A,YR,Y_LT1,M,FRD1,78.8,2018
A,YR,Y_LT1,M,FRD1,79,2019
A,YR,Y_LT1,M,FRD1,78.7,2020
A,YR,Y_LT1,M,FRD1,78.4,2021
A,YR,Y_LT1,M,FRD1,78.1,2022
A,YR,Y_LT1,M,FRD1,79.1,2023
A,YR,Y_LT1,M,FRD2,77.5,2012
A,YR,Y_LT1,M,FRD2,77.4,2013
A,YR,Y_LT1,M,FRD2,77.9,2014
A,YR,Y_LT1,M,FRD2,77.7,2015
A,YR,Y_LT1,M,FRD2,78,2016
A,YR,Y_LT1,M,FRD2,78.1,2017
A,YR,Y_LT1,M,FRD2,78.2,2018
A,YR,Y_LT1,M,FRD2,78.5,2019
A,YR,Y_LT1,M,FRD2,77.9,2020
A,YR,Y_LT1,M,FRD2,78.1,2021
A,YR,Y_LT1,M,FRD2,77.9,2022
A,YR,Y_LT1,M,FRD2,78.9,2023
A,YR,Y_LT1,M,FRE1,75.6,2012
A,YR,Y_LT1,M,FRE1,76,2013
A,YR,Y_LT1,M,FRE1,76.8,2014
A,YR,Y_LT1,M,FRE1,76.5,2015
A,YR,Y_LT1,M,FRE1,76.8,2016
A,YR,Y_LT1,M,FRE1,77.2,2017
A,YR,Y_LT1,M,FRE1,77.1,2018
A,YR,Y_LT1,M,FRE1,77.6,2019
A,YR,Y_LT1,M,FRE1,76.8,2020
A,YR,Y_LT1,M,FRE1,77,2021
A,YR,Y_LT1,M,FRE1,77.1,2022
A,YR,Y_LT1,M,FRE1,77.9,2023
A,YR,Y_LT1,M,FRE2,76.9,2012
A,YR,Y_LT1,M,FRE2,77.1,2013
A,YR,Y_LT1,M,FRE2,77.7,2014
A,YR,Y_LT1,M,FRE2,77.4,2015
A,YR,Y_LT1,M,FRE2,77.6,2016
A,YR,Y_LT1,M,FRE2,78.1,2017
A,YR,Y_LT1,M,FRE2,78,2018
A,YR,Y_LT1,M,FRE2,78.3,2019
A,YR,Y_LT1,M,FRE2,77.2,2020
A,YR,Y_LT1,M,FRE2,77.6,2021
A,YR,Y_LT1,M,FRE2,77.8,2022
A,YR,Y_LT1,M,FRE2,78.5,2023
A,YR,Y_LT1,M,FRF1,79.4,2012
A,YR,Y_LT1,M,FRF1,79.4,2013
A,YR,Y_LT1,M,FRF1,79.7,2014
A,YR,Y_LT1,M,FRF1,79.7,2015
A,YR,Y_LT1,M,FRF1,80.1,2016
A,YR,Y_LT1,M,FRF1,80,2017
A,YR,Y_LT1,M,FRF1,80,2018
A,YR,Y_LT1,M,FRF1,80.5,2019
A,YR,Y_LT1,M,FRF1,79.2,2020
A,YR,Y_LT1,M,FRF1,80,2021
A,YR,Y_LT1,M,FRF1,79.7,2022
A,YR,Y_LT1,M,FRF1,80.4,2023
A,YR,Y_LT1,M,FRF2,77.5,2012
A,YR,Y_LT1,M,FRF2,77.8,2013
A,YR,Y_LT1,M,FRF2,78.3,2014
A,YR,Y_LT1,M,FRF2,78,2015
A,YR,Y_LT1,M,FRF2,78,2016
A,YR,Y_LT1,M,FRF2,78.4,2017
A,YR,Y_LT1,M,FRF2,78.1,2018
A,YR,Y_LT1,M,FRF2,78.4,2019
A,YR,Y_LT1,M,FRF2,77.6,2020
A,YR,Y_LT1,M,FRF2,77.8,2021
A,YR,Y_LT1,M,FRF2,78.2,2022
A,YR,Y_LT1,M,FRF2,78.6,2023
A,YR,Y_LT1,M,FRF3,78,2012
A,YR,Y_LT1,M,FRF3,78.3,2013
A,YR,Y_LT1,M,FRF3,78.6,2014
A,YR,Y_LT1,M,FRF3,78.6,2015
A,YR,Y_LT1,M,FRF3,78.6,2016
A,YR,Y_LT1,M,FRF3,78.9,2017
A,YR,Y_LT1,M,FRF3,78.9,2018
A,YR,Y_LT1,M,FRF3,79,2019
A,YR,Y_LT1,M,FRF3,78.1,2020
A,YR,Y_LT1,M,FRF3,78.3,2021
A,YR,Y_LT1,M,FRF3,78.4,2022
A,YR,Y_LT1,M,FRF3,79.1,2023
A,YR,Y_LT1,M,FRG0,79,2012
A,YR,Y_LT1,M,FRG0,79.2,2013
A,YR,Y_LT1,M,FRG0,79.9,2014
A,YR,Y_LT1,M,FRG0,79.3,2015
A,YR,Y_LT1,M,FRG0,79.8,2016
A,YR,Y_LT1,M,FRG0,79.8,2017
A,YR,Y_LT1,M,FRG0,80,2018
A,YR,Y_LT1,M,FRG0,80.1,2019
A,YR,Y_LT1,M,FRG0,80,2020
A,YR,Y_LT1,M,FRG0,80.1,2021
A,YR,Y_LT1,M,FRG0,79.5,2022
A,YR,Y_LT1,M,FRG0,80.4,2023
A,YR,Y_LT1,M,FRH0,77.6,2012
A,YR,Y_LT1,M,FRH0,77.9,2013
A,YR,Y_LT1,M,FRH0,78.6,2014
A,YR,Y_LT1,M,FRH0,78.4,2015
A,YR,Y_LT1,M,FRH0,78.5,2016
A,YR,Y_LT1,M,FRH0,79,2017
A,YR,Y_LT1,M,FRH0,78.7,2018
A,YR,Y_LT1,M,FRH0,79,2019
A,YR,Y_LT1,M,FRH0,79.3,2020
A,YR,Y_LT1,M,FRH0,79.1,2021
A,YR,Y_LT1,M,FRH0,78.7,2022
A,YR,Y_LT1,M,FRH0,79.6,2023
A,YR,Y_LT1,M,FRI1,79.1,2012
A,YR,Y_LT1,M,FRI1,79.5,2013
A,YR,Y_LT1,M,FRI1,79.9,2014
A,YR,Y_LT1,M,FRI1,79.7,2015
A,YR,Y_LT1,M,FRI1,80.1,2016
A,YR,Y_LT1,M,FRI1,80,2017
A,YR,Y_LT1,M,FRI1,80.3,2018
A,YR,Y_LT1,M,FRI1,80.3,2019
A,YR,Y_LT1,M,FRI1,80.6,2020
A,YR,Y_LT1,M,FRI1,80.1,2021
A,YR,Y_LT1,M,FRI1,79.9,2022
A,YR,Y_LT1,M,FRI1,80.6,2023
A,YR,Y_LT1,M,FRI2,78.6,2012
A,YR,Y_LT1,M,FRI2,78.4,2013
A,YR,Y_LT1,M,FRI2,79,2014
A,YR,Y_LT1,M,FRI2,78.5,2015
A,YR,Y_LT1,M,FRI2,79.1,2016
A,YR,Y_LT1,M,FRI2,79.6,2017
A,YR,Y_LT1,M,FRI2,78.8,2018
A,YR,Y_LT1,M,FRI2,78.9,2019
A,YR,Y_LT1,M,FRI2,79.2,2020
A,YR,Y_LT1,M,FRI2,78.7,2021
A,YR,Y_LT1,M,FRI2,78.9,2022
A,YR,Y_LT1,M,FRI2,79.3,2023
A,YR,Y_LT1,M,FRI3,78.6,2012
A,YR,Y_LT1,M,FRI3,78.7,2013
A,YR,Y_LT1,M,FRI3,79.7,2014
A,YR,Y_LT1,M,FRI3,79.2,2015
A,YR,Y_LT1,M,FRI3,79.2,2016
A,YR,Y_LT1,M,FRI3,79.4,2017
A,YR,Y_LT1,M,FRI3,79.6,2018
A,YR,Y_LT1,M,FRI3,79.6,2019
A,YR,Y_LT1,M,FRI3,79.4,2020
A,YR,Y_LT1,M,FRI3,79.1,2021
A,YR,Y_LT1,M,FRI3,78.5,2022
A,YR,Y_LT1,M,FRI3,79.7,2023
A,YR,Y_LT1,M,FRJ1,78.8,2012
A,YR,Y_LT1,M,FRJ1,79.1,2013
A,YR,Y_LT1,M,FRJ1,79.5,2014
A,YR,Y_LT1,M,FRJ1,79.2,2015
A,YR,Y_LT1,M,FRJ1,79.5,2016
A,YR,Y_LT1,M,FRJ1,79.6,2017
A,YR,Y_LT1,M,FRJ1,79.5,2018
A,YR,Y_LT1,M,FRJ1,80.1,2019
A,YR,Y_LT1,M,FRJ1,79.6,2020
A,YR,Y_LT1,M,FRJ1,79.1,2021
A,YR,Y_LT1,M,FRJ1,79.1,2022
A,YR,Y_LT1,M,FRJ1,79.7,2023
A,YR,Y_LT1,M,FRJ2,80,2012
A,YR,Y_LT1,M,FRJ2,80.2,2013
A,YR,Y_LT1,M,FRJ2,80.5,2014
A,YR,Y_LT1,M,FRJ2,80.4,2015
A,YR,Y_LT1,M,FRJ2,80.6,2016
A,YR,Y_LT1,M,FRJ2,80.6,2017
A,YR,Y_LT1,M,FRJ2,80.9,2018
A,YR,Y_LT1,M,FRJ2,81,2019
A,YR,Y_LT1,M,FRJ2,80.7,2020
A,YR,Y_LT1,M,FRJ2,80.7,2021
A,YR,Y_LT1,M,FRJ2,80.4,2022
A,YR,Y_LT1,M,FRJ2,81.1,2023
A,YR,Y_LT1,M,FRK1,78,2012
A,YR,Y_LT1,M,FRK1,78.3,2013
A,YR,Y_LT1,M,FRK1,78.9,2014
A,YR,Y_LT1,M,FRK1,78.9,2015
A,YR,Y_LT1,M,FRK1,79,2016
A,YR,Y_LT1,M,FRK1,79.2,2017
A,YR,Y_LT1,M,FRK1,79.2,2018
A,YR,Y_LT1,M,FRK1,79.3,2019
A,YR,Y_LT1,M,FRK1,79,2020
A,YR,Y_LT1,M,FRK1,78.9,2021
A,YR,Y_LT1,M,FRK1,78.9,2022
A,YR,Y_LT1,M,FRK1,79.5,2023
A,YR,Y_LT1,M,FRK2,79.9,2012
A,YR,Y_LT1,M,FRK2,80.3,2013
A,YR,Y_LT1,M,FRK2,80.9,2014
A,YR,Y_LT1,M,FRK2,80.5,2015
A,YR,Y_LT1,M,FRK2,80.9,2016
A,YR,Y_LT1,M,FRK2,80.9,2017
A,YR,Y_LT1,M,FRK2,81.2,2018
A,YR,Y_LT1,M,FRK2,81.2,2019
A,YR,Y_LT1,M,FRK2,80,2020
A,YR,Y_LT1,M,FRK2,80.8,2021
A,YR,Y_LT1,M,FRK2,80.8,2022
A,YR,Y_LT1,M,FRK2,81.7,2023
A,YR,Y_LT1,M,FRL0,79.5,2012
A,YR,Y_LT1,M,FRL0,79.7,2013
A,YR,Y_LT1,M,FRL0,80.1,2014
A,YR,Y_LT1,M,FRL0,79.6,2015
A,YR,Y_LT1,M,FRL0,80,2016
A,YR,Y_LT1,M,FRL0,80,2017
A,YR,Y_LT1,M,FRL0,80.3,2018
A,YR,Y_LT1,M,FRL0,80.5,2019
A,YR,Y_LT1,M,FRL0,80,2020
A,YR,Y_LT1,M,FRL0,79.4,2021
A,YR,Y_LT1,M,FRL0,79.9,2022
A,YR,Y_LT1,M,FRL0,80.8,2023
A,YR,Y_LT1,M,FRM0,80,2012
A,YR,Y_LT1,M,FRM0,79.4,2013
A,YR,Y_LT1,M,FRM0,80.4,2014
A,YR,Y_LT1,M,FRM0,80.2,2015
A,YR,Y_LT1,M,FRM0,80.6,2016
A,YR,Y_LT1,M,FRM0,80.9,2017
A,YR,Y_LT1,M,FRM0,81.3,2018
A,YR,Y_LT1,M,FRM0,81.5,2019
A,YR,Y_LT1,M,FRM0,81,2020
A,YR,Y_LT1,M,FRM0,80.6,2021
A,YR,Y_LT1,M,FRM0,80.2,2022
A,YR,Y_LT1,M,FRM0,81.7,2023
A,YR,Y_LT1,M,FRY1,76.4,2014
A,YR,Y_LT1,M,FRY1,77.6,2016
A,YR,Y_LT1,M,FRY1,77.8,2019
A,YR,Y_LT1,M,FRY1,76.9,2020
A,YR,Y_LT1,M,FRY1,73.3,2021
A,YR,Y_LT1,M,FRY1,76.1,2022
A,YR,Y_LT1,M,FRY1,76.6,2023
A,YR,Y_LT1,M,FRY2,79.1,2012
A,YR,Y_LT1,M,FRY2,78.2,2014
A,YR,Y_LT1,M,FRY2,79.8,2015
A,YR,Y_LT1,M,FRY2,79,2016
A,YR,Y_LT1,M,FRY2,78.9,2017
A,YR,Y_LT1,M,FRY2,79.3,2018
A,YR,Y_LT1,M,FRY2,78.7,2019
A,YR,Y_LT1,M,FRY2,78.2,2020
A,YR,Y_LT1,M,FRY2,74.8,2021
A,YR,Y_LT1,M,FRY2,77,2022
A,YR,Y_LT1,M,FRY2,78.6,2023
A,YR,Y_LT1,M,FRY3,75.5,2012
A,YR,Y_LT1,M,FRY3,77.4,2013
A,YR,Y_LT1,M,FRY3,77.9,2016
A,YR,Y_LT1,M,FRY3,76.9,2017
A,YR,Y_LT1,M,FRY3,73.8,2021
A,YR,Y_LT1,M,FRY3,75.3,2022
A,YR,Y_LT1,M,FRY3,76.1,2023
A,YR,Y_LT1,M,FRY4,76.9,2012
A,YR,Y_LT1,M,FRY4,77.1,2013
A,YR,Y_LT1,M,FRY4,77.3,2014
A,YR,Y_LT1,M,FRY4,77.4,2015
A,YR,Y_LT1,M,FRY4,77.5,2016
A,YR,Y_LT1,M,FRY4,78.1,2017
A,YR,Y_LT1,M,FRY4,77.6,2018
A,YR,Y_LT1,M,FRY4,77.5,2019
A,YR,Y_LT1,M,FRY4,78.3,2020
A,YR,Y_LT1,M,FRY4,77.6,2021
A,YR,Y_LT1,M,FRY4,76.8,2022
A,YR,Y_LT1,M,FRY4,79.3,2023
A,YR,Y_LT1,M,FRY5,75.4,2014
A,YR,Y_LT1,M,FRY5,76,2015
A,YR,Y_LT1,M,FRY5,75.4,2017
A,YR,Y_LT1,M,FRY5,74.9,2018
A,YR,Y_LT1,M,FRY5,75.5,2019
A,YR,Y_LT1,M,FRY5,72.5,2020
A,YR,Y_LT1,M,FRY5,70.3,2021
A,YR,Y_LT1,M,FRY5,74,2022
A,YR,Y_LT1,M,FRY5,73.5,2023
A,YR,Y_LT1,M,HR02,73,2020
A,YR,Y_LT1,M,HR02,72.2,2021
A,YR,Y_LT1,M,HR02,73.2,2022
A,YR,Y_LT1,M,HR02,74.1,2023
A,YR,Y_LT1,M,HR03,75.4,2012
A,YR,Y_LT1,M,HR03,76.1,2013
A,YR,Y_LT1,M,HR03,76.3,2014
A,YR,Y_LT1,M,HR03,75.7,2015
A,YR,Y_LT1,M,HR03,76.3,2016
A,YR,Y_LT1,M,HR03,76.1,2017
A,YR,Y_LT1,M,HR03,76.3,2018
A,YR,Y_LT1,M,HR03,76.9,2019
A,YR,Y_LT1,M,HR03,75.9,2020
A,YR,Y_LT1,M,HR03,74.5,2021
A,YR,Y_LT1,M,HR03,75.5,2022
A,YR,Y_LT1,M,HR03,76.4,2023
A,YR,Y_LT1,M,HR04,73.1,2012
A,YR,Y_LT1,M,HR04,73.6,2013
A,YR,Y_LT1,M,HR04,73.9,2014
A,YR,Y_LT1,M,HR04,73.7,2015
A,YR,Y_LT1,M,HR04,74.3,2016
A,YR,Y_LT1,M,HR04,74.3,2017
A,YR,Y_LT1,M,HR04,74.2,2018
A,YR,Y_LT1,M,HR04,74.7,2019
A,YR,Y_LT1,M,HR05,75.7,2020
A,YR,Y_LT1,M,HR05,74.7,2021
A,YR,Y_LT1,M,HR05,76.1,2022
A,YR,Y_LT1,M,HR05,76.7,2023
A,YR,Y_LT1,M,HR06,73.4,2020
A,YR,Y_LT1,M,HR06,72.5,2021
A,YR,Y_LT1,M,HR06,73.7,2022
A,YR,Y_LT1,M,HR06,74.6,2023
A,YR,Y_LT1,M,HU11,74.6,2012
A,YR,Y_LT1,M,HU11,75.1,2014
A,YR,Y_LT1,M,HU11,74.8,2015
A,YR,Y_LT1,M,HU11,75.1,2016
A,YR,Y_LT1,M,HU11,75.2,2017
A,YR,Y_LT1,M,HU11,75.5,2018
A,YR,Y_LT1,M,HU11,75.8,2019
A,YR,Y_LT1,M,HU11,74.6,2020
A,YR,Y_LT1,M,HU11,73.3,2021
A,YR,Y_LT1,M,HU11,75.1,2022
A,YR,Y_LT1,M,HU11,75.9,2023
A,YR,Y_LT1,M,HU12,72.1,2012
A,YR,Y_LT1,M,HU12,72.7,2014
A,YR,Y_LT1,M,HU12,72.8,2015
A,YR,Y_LT1,M,HU12,73.2,2016
A,YR,Y_LT1,M,HU12,73.1,2017
A,YR,Y_LT1,M,HU12,73.1,2018
A,YR,Y_LT1,M,HU12,73.8,2019
A,YR,Y_LT1,M,HU12,72.8,2020
A,YR,Y_LT1,M,HU12,71.6,2021
A,YR,Y_LT1,M,HU12,73.8,2022
A,YR,Y_LT1,M,HU12,74.5,2023
A,YR,Y_LT1,M,HU21,71.3,2012
A,YR,Y_LT1,M,HU21,71.9,2013
A,YR,Y_LT1,M,HU21,72.3,2014
A,YR,Y_LT1,M,HU21,71.7,2015
A,YR,Y_LT1,M,HU21,72.2,2016
A,YR,Y_LT1,M,HU21,72.3,2017
A,YR,Y_LT1,M,HU21,72.3,2018
A,YR,Y_LT1,M,HU21,72.6,2019
A,YR,Y_LT1,M,HU21,72,2020
A,YR,Y_LT1,M,HU21,70.5,2021
A,YR,Y_LT1,M,HU21,72.3,2022
A,YR,Y_LT1,M,HU21,73.4,2023
A,YR,Y_LT1,M,HU22,71.7,2012
A,YR,Y_LT1,M,HU22,72.2,2013
A,YR,Y_LT1,M,HU22,72.7,2014
A,YR,Y_LT1,M,HU22,73,2015
A,YR,Y_LT1,M,HU22,72.9,2016
A,YR,Y_LT1,M,HU22,72.8,2017
A,YR,Y_LT1,M,HU22,73.1,2018
A,YR,Y_LT1,M,HU22,73.8,2019
A,YR,Y_LT1,M,HU22,72.2,2020
A,YR,Y_LT1,M,HU22,71.8,2021
A,YR,Y_LT1,M,HU22,73.6,2022
A,YR,Y_LT1,M,HU22,74.2,2023
A,YR,Y_LT1,M,HU23,71.1,2012
A,YR,Y_LT1,M,HU23,71.7,2013
A,YR,Y_LT1,M,HU23,71.9,2014
A,YR,Y_LT1,M,HU23,71.7,2015
A,YR,Y_LT1,M,HU23,72,2016
A,YR,Y_LT1,M,HU23,72.3,2017
A,YR,Y_LT1,M,HU23,72.4,2018
A,YR,Y_LT1,M,HU23,72.5,2019
A,YR,Y_LT1,M,HU23,72.2,2020
A,YR,Y_LT1,M,HU23,70.2,2021
A,YR,Y_LT1,M,HU23,72.4,2022
A,YR,Y_LT1,M,HU23,73.2,2023
A,YR,Y_LT1,M,HU31,69.8,2012
A,YR,Y_LT1,M,HU31,70.2,2013
A,YR,Y_LT1,M,HU31,70.5,2014
A,YR,Y_LT1,M,HU31,70.7,2015
A,YR,Y_LT1,M,HU31,70.8,2016
A,YR,Y_LT1,M,HU31,70.5,2017
A,YR,Y_LT1,M,HU31,70.5,2018
A,YR,Y_LT1,M,HU31,70.7,2019
A,YR,Y_LT1,M,HU31,70.2,2020
A,YR,Y_LT1,M,HU31,68.4,2021
A,YR,Y_LT1,M,HU31,70.5,2022
A,YR,Y_LT1,M,HU31,71.4,2023
A,YR,Y_LT1,M,HU32,70.9,2012
A,YR,Y_LT1,M,HU32,71.6,2013
A,YR,Y_LT1,M,HU32,71.3,2014
A,YR,Y_LT1,M,HU32,71.4,2015
A,YR,Y_LT1,M,HU32,71.9,2016
A,YR,Y_LT1,M,HU32,71.9,2017
A,YR,Y_LT1,M,HU32,71.9,2018
A,YR,Y_LT1,M,HU32,71.8,2019
A,YR,Y_LT1,M,HU32,71.1,2020
A,YR,Y_LT1,M,HU32,69.3,2021
A,YR,Y_LT1,M,HU32,71.4,2022
A,YR,Y_LT1,M,HU32,72.3,2023
A,YR,Y_LT1,M,HU33,71.2,2012
A,YR,Y_LT1,M,HU33,72,2013
A,YR,Y_LT1,M,HU33,71.8,2014
A,YR,Y_LT1,M,HU33,71.7,2015
A,YR,Y_LT1,M,HU33,72.3,2016
A,YR,Y_LT1,M,HU33,71.8,2017
A,YR,Y_LT1,M,HU33,72.6,2018
A,YR,Y_LT1,M,HU33,72.8,2019
A,YR,Y_LT1,M,HU33,72,2020
A,YR,Y_LT1,M,HU33,70.3,2021
A,YR,Y_LT1,M,HU33,71.9,2022
A,YR,Y_LT1,M,HU33,72.9,2023
A,YR,Y_LT1,M,IE04,79.2,2013
A,YR,Y_LT1,M,IE04,79.3,2014
A,YR,Y_LT1,M,IE04,79.6,2015
A,YR,Y_LT1,M,IE04,79.7,2016
A,YR,Y_LT1,M,IE04,80.2,2017
A,YR,Y_LT1,M,IE04,80.5,2018
A,YR,Y_LT1,M,IE04,81.1,2019
A,YR,Y_LT1,M,IE04,80.7,2020
A,YR,Y_LT1,M,IE04,80.5,2021
A,YR,Y_LT1,M,IE04,80.6,2022
A,YR,Y_LT1,M,IE04,80.9,2023
A,YR,Y_LT1,M,IE05,78.2,2013
A,YR,Y_LT1,M,IE05,78.6,2014
A,YR,Y_LT1,M,IE05,79,2015
A,YR,Y_LT1,M,IE05,79,2016
A,YR,Y_LT1,M,IE05,80.1,2017
A,YR,Y_LT1,M,IE05,79.7,2018
A,YR,Y_LT1,M,IE05,80.4,2019
A,YR,Y_LT1,M,IE05,80.7,2020
A,YR,Y_LT1,M,IE05,80.1,2021
A,YR,Y_LT1,M,IE05,80.4,2022
A,YR,Y_LT1,M,IE05,80.6,2023
A,YR,Y_LT1,M,IE06,79.5,2013
A,YR,Y_LT1,M,IE06,79.9,2014
A,YR,Y_LT1,M,IE06,80,2015
A,YR,Y_LT1,M,IE06,80.5,2016
A,YR,Y_LT1,M,IE06,80.6,2017
A,YR,Y_LT1,M,IE06,80.8,2018
A,YR,Y_LT1,M,IE06,81,2019
A,YR,Y_LT1,M,IE06,80.7,2020
A,YR,Y_LT1,M,IE06,80.6,2021
A,YR,Y_LT1,M,IE06,81.4,2022
A,YR,Y_LT1,M,IE06,81.6,2023
A,YR,Y_LT1,M,IS00,81.6,2012
A,YR,Y_LT1,M,IS00,80.5,2013
A,YR,Y_LT1,M,IS00,81.3,2014
A,YR,Y_LT1,M,IS00,81.2,2015
A,YR,Y_LT1,M,IS00,80.4,2016
A,YR,Y_LT1,M,IS00,81.1,2017
A,YR,Y_LT1,M,IS00,81.3,2018
A,YR,Y_LT1,M,IS00,81.7,2019
A,YR,Y_LT1,M,IS00,81.6,2020
A,YR,Y_LT1,M,IS00,81.8,2021
A,YR,Y_LT1,M,IS00,80.9,2022
A,YR,Y_LT1,M,IS00,80.7,2023
A,YR,Y_LT1,M,ITC1,79.9,2012
