freq,unit,age,sex,geo,value,year
A,YR,Y_LT1,F,SI04,85.6,2023
A,YR,Y_LT1,F,SK01,81.3,2012
A,YR,Y_LT1,F,SK01,81.1,2013
A,YR,Y_LT1,F,SK01,81.5,2014
A,YR,Y_LT1,F,SK01,81.5,2015
A,YR,Y_LT1,F,SK01,81.6,2016
A,YR,Y_LT1,F,SK01,81.9,2017
A,YR,Y_LT1,F,SK01,81.5,2018
A,YR,Y_LT1,F,SK01,82,2019
A,YR,Y_LT1,F,SK01,81.9,2020
A,YR,Y_LT1,F,SK01,80.1,2021
A,YR,Y_LT1,F,SK01,81.6,2022
A,YR,Y_LT1,F,SK01,83.1,2023
A,YR,Y_LT1,F,SK02,80,2012
A,YR,Y_LT1,F,SK02,80.2,2013
A,YR,Y_LT1,F,SK02,80.5,2014
A,YR,Y_LT1,F,SK02,80.2,2015
A,YR,Y_LT1,F,SK02,80.6,2016
A,YR,Y_LT1,F,SK02,80.4,2017
A,YR,Y_LT1,F,SK02,80.6,2018
A,YR,Y_LT1,F,SK02,81.3,2019
A,YR,Y_LT1,F,SK02,80.6,2020
A,YR,Y_LT1,F,SK02,78.2,2021
A,YR,Y_LT1,F,SK02,80.5,2022
A,YR,Y_LT1,F,SK02,81.5,2023
A,YR,Y_LT1,F,SK03,79.8,2012
A,YR,Y_LT1,F,SK03,80,2013
A,YR,Y_LT1,F,SK03,80.6,2014
A,YR,Y_LT1,F,SK03,80.3,2015
A,YR,Y_LT1,F,SK03,80.6,2016
A,YR,Y_LT1,F,SK03,80.6,2017
A,YR,Y_LT1,F,SK03,80.7,2018
A,YR,Y_LT1,F,SK03,81.1,2019
A,YR,Y_LT1,F,SK03,80.4,2020
A,YR,Y_LT1,F,SK03,78.2,2021
A,YR,Y_LT1,F,SK03,80.5,2022
A,YR,Y_LT1,F,SK03,81.1,2023
A,YR,Y_LT1,F,SK04,79.4,2012
A,YR,Y_LT1,F,SK04,79.8,2013
A,YR,Y_LT1,F,SK04,80.1,2014
A,YR,Y_LT1,F,SK04,79.7,2015
A,YR,Y_LT1,F,SK04,80.6,2016
A,YR,Y_LT1,F,SK04,80.7,2017
A,YR,Y_LT1,F,SK04,80.7,2018
A,YR,Y_LT1,F,SK04,80.9,2019
A,YR,Y_LT1,F,SK04,79.8,2020
A,YR,Y_LT1,F,SK04,77.4,2021
A,YR,Y_LT1,F,SK04,80,2022
A,YR,Y_LT1,F,SK04,81.3,2023
A,YR,Y_LT1,F,TR10,81.2,2012
A,YR,Y_LT1,F,TR10,81.6,2013
A,YR,Y_LT1,F,TR10,81.3,2014
A,YR,Y_LT1,F,TR10,81.3,2015
A,YR,Y_LT1,F,TR10,81.4,2016
A,YR,Y_LT1,F,TR10,81.7,2017
A,YR,Y_LT1,F,TR10,82.1,2018
A,YR,Y_LT1,F,TR10,82.2,2019
A,YR,Y_LT1,F,TR10,79,2023
A,YR,Y_LT1,F,TR21,80.3,2012
A,YR,Y_LT1,F,TR21,80.7,2013
A,YR,Y_LT1,F,TR21,80.4,2014
A,YR,Y_LT1,F,TR21,80.5,2015
A,YR,Y_LT1,F,TR21,80.8,2016
A,YR,Y_LT1,F,TR21,80.7,2017
A,YR,Y_LT1,F,TR21,80.9,2018
A,YR,Y_LT1,F,TR21,81.4,2019
A,YR,Y_LT1,F,TR21,78.3,2023
A,YR,Y_LT1,F,TR22,80.3,2012
A,YR,Y_LT1,F,TR22,80.9,2013
A,YR,Y_LT1,F,TR22,80.8,2014
A,YR,Y_LT1,F,TR22,80.5,2015
A,YR,Y_LT1,F,TR22,80.6,2016
A,YR,Y_LT1,F,TR22,80.9,2017
A,YR,Y_LT1,F,TR22,81.4,2018
A,YR,Y_LT1,F,TR22,81.5,2019
A,YR,Y_LT1,F,TR22,78.8,2023
A,YR,Y_LT1,F,TR31,80.9,2012
A,YR,Y_LT1,F,TR31,82.1,2013
A,YR,Y_LT1,F,TR31,81.8,2014
A,YR,Y_LT1,F,TR31,81.6,2015
A,YR,Y_LT1,F,TR31,81.4,2016
A,YR,Y_LT1,F,TR31,81.8,2017
A,YR,Y_LT1,F,TR31,82.2,2018
A,YR,Y_LT1,F,TR31,82,2019
A,YR,Y_LT1,F,TR31,78.9,2023
A,YR,Y_LT1,F,TR32,81.3,2012
A,YR,Y_LT1,F,TR32,82.3,2013
A,YR,Y_LT1,F,TR32,82.4,2014
A,YR,Y_LT1,F,TR32,82,2015
A,YR,Y_LT1,F,TR32,81.8,2016
A,YR,Y_LT1,F,TR32,82.1,2017
A,YR,Y_LT1,F,TR32,82.7,2018
A,YR,Y_LT1,F,TR32,82.3,2019
A,YR,Y_LT1,F,TR32,79.2,2023
A,YR,Y_LT1,F,TR33,79.2,2012
A,YR,Y_LT1,F,TR33,80.1,2013
A,YR,Y_LT1,F,TR33,79.8,2014
A,YR,Y_LT1,F,TR33,79.7,2015
A,YR,Y_LT1,F,TR33,79.7,2016
A,YR,Y_LT1,F,TR33,80.1,2017
A,YR,Y_LT1,F,TR33,80.4,2018
A,YR,Y_LT1,F,TR33,80.7,2019
A,YR,Y_LT1,F,TR33,78.2,2023
A,YR,Y_LT1,F,TR41,79.9,2012
A,YR,Y_LT1,F,TR41,80.3,2013
A,YR,Y_LT1,F,TR41,80.1,2014
A,YR,Y_LT1,F,TR41,80.5,2015
A,YR,Y_LT1,F,TR41,80.3,2016
A,YR,Y_LT1,F,TR41,80.8,2017
A,YR,Y_LT1,F,TR41,81.1,2018
A,YR,Y_LT1,F,TR41,81.3,2019
A,YR,Y_LT1,F,TR41,78.6,2023
A,YR,Y_LT1,F,TR42,80.3,2012
A,YR,Y_LT1,F,TR42,80.8,2013
A,YR,Y_LT1,F,TR42,80.7,2014
A,YR,Y_LT1,F,TR42,80.7,2015
A,YR,Y_LT1,F,TR42,80.6,2016
A,YR,Y_LT1,F,TR42,80.9,2017
A,YR,Y_LT1,F,TR42,81.2,2018
A,YR,Y_LT1,F,TR42,81.4,2019
A,YR,Y_LT1,F,TR42,78.8,2023
A,YR,Y_LT1,F,TR51,81.6,2012
A,YR,Y_LT1,F,TR51,81.8,2013
A,YR,Y_LT1,F,TR51,82,2014
A,YR,Y_LT1,F,TR51,81.9,2015
A,YR,Y_LT1,F,TR51,81.9,2016
A,YR,Y_LT1,F,TR51,82,2017
A,YR,Y_LT1,F,TR51,82.1,2018
A,YR,Y_LT1,F,TR51,82.5,2019
A,YR,Y_LT1,F,TR51,79.1,2023
A,YR,Y_LT1,F,TR52,79.9,2012
A,YR,Y_LT1,F,TR52,80.8,2013
A,YR,Y_LT1,F,TR52,80.6,2014
A,YR,Y_LT1,F,TR52,81,2015
A,YR,Y_LT1,F,TR52,80.9,2016
A,YR,Y_LT1,F,TR52,81,2017
A,YR,Y_LT1,F,TR52,81.3,2018
A,YR,Y_LT1,F,TR52,81.8,2019
A,YR,Y_LT1,F,TR52,78.6,2023
A,YR,Y_LT1,F,TR61,81.4,2012
A,YR,Y_LT1,F,TR61,81.9,2013
A,YR,Y_LT1,F,TR61,81.9,2014
A,YR,Y_LT1,F,TR61,82.2,2015
A,YR,Y_LT1,F,TR61,81.9,2016
A,YR,Y_LT1,F,TR61,82.3,2017
A,YR,Y_LT1,F,TR61,82.2,2018
A,YR,Y_LT1,F,TR61,82.5,2019
A,YR,Y_LT1,F,TR61,79,2023
A,YR,Y_LT1,F,TR62,80.4,2012
A,YR,Y_LT1,F,TR62,80.5,2013
A,YR,Y_LT1,F,TR62,80.7,2014
A,YR,Y_LT1,F,TR62,80.3,2015
A,YR,Y_LT1,F,TR62,80.6,2016
A,YR,Y_LT1,F,TR62,81,2017
A,YR,Y_LT1,F,TR62,81.2,2018
A,YR,Y_LT1,F,TR62,81.3,2019
A,YR,Y_LT1,F,TR62,77.4,2023
A,YR,Y_LT1,F,TR63,80.7,2012
A,YR,Y_LT1,F,TR63,81,2013
A,YR,Y_LT1,F,TR63,80.6,2014
A,YR,Y_LT1,F,TR63,80.7,2015
A,YR,Y_LT1,F,TR63,80.8,2016
A,YR,Y_LT1,F,TR63,80.8,2017
A,YR,Y_LT1,F,TR63,81.3,2018
A,YR,Y_LT1,F,TR63,81,2019
A,YR,Y_LT1,F,TR63,55.5,2023
A,YR,Y_LT1,F,TR71,80.5,2012
A,YR,Y_LT1,F,TR71,80.9,2013
A,YR,Y_LT1,F,TR71,80.4,2014
A,YR,Y_LT1,F,TR71,80.8,2015
A,YR,Y_LT1,F,TR71,80.9,2016
A,YR,Y_LT1,F,TR71,80.8,2017
A,YR,Y_LT1,F,TR71,81.6,2018
A,YR,Y_LT1,F,TR71,81.2,2019
A,YR,Y_LT1,F,TR71,78.6,2023
A,YR,Y_LT1,F,TR72,80.6,2012
A,YR,Y_LT1,F,TR72,81.1,2013
A,YR,Y_LT1,F,TR72,80.5,2014
A,YR,Y_LT1,F,TR72,80.2,2015
A,YR,Y_LT1,F,TR72,80.4,2016
A,YR,Y_LT1,F,TR72,81,2017
A,YR,Y_LT1,F,TR72,81.2,2018
A,YR,Y_LT1,F,TR72,81.6,2019
A,YR,Y_LT1,F,TR72,78.6,2023
A,YR,Y_LT1,F,TR81,80,2012
A,YR,Y_LT1,F,TR81,81.2,2013
A,YR,Y_LT1,F,TR81,80.8,2014
A,YR,Y_LT1,F,TR81,80.7,2015
A,YR,Y_LT1,F,TR81,80.6,2016
A,YR,Y_LT1,F,TR81,81.1,2017
A,YR,Y_LT1,F,TR81,81,2018
A,YR,Y_LT1,F,TR81,81.5,2019
A,YR,Y_LT1,F,TR81,78.6,2023
A,YR,Y_LT1,F,TR82,80.2,2012
A,YR,Y_LT1,F,TR82,81.4,2013
A,YR,Y_LT1,F,TR82,80.9,2014
A,YR,Y_LT1,F,TR82,81.1,2015
A,YR,Y_LT1,F,TR82,81.1,2016
A,YR,Y_LT1,F,TR82,81.5,2017
A,YR,Y_LT1,F,TR82,81.6,2018
A,YR,Y_LT1,F,TR82,82.3,2019
A,YR,Y_LT1,F,TR82,78.9,2023
A,YR,Y_LT1,F,TR83,80.5,2012
A,YR,Y_LT1,F,TR83,81,2013
A,YR,Y_LT1,F,TR83,80.7,2014
A,YR,Y_LT1,F,TR83,81.2,2015
A,YR,Y_LT1,F,TR83,81,2016
A,YR,Y_LT1,F,TR83,81.4,2017
A,YR,Y_LT1,F,TR83,81.7,2018
A,YR,Y_LT1,F,TR83,82,2019
A,YR,Y_LT1,F,TR83,78.8,2023
A,YR,Y_LT1,F,TR90,82.5,2012
A,YR,Y_LT1,F,TR90,83.9,2013
A,YR,Y_LT1,F,TR90,83.3,2014
A,YR,Y_LT1,F,TR90,83.5,2015
A,YR,Y_LT1,F,TR90,83.4,2016
A,YR,Y_LT1,F,TR90,83.1,2017
A,YR,Y_LT1,F,TR90,83.9,2018
A,YR,Y_LT1,F,TR90,83.8,2019
A,YR,Y_LT1,F,TR90,79.6,2023
A,YR,Y_LT1,F,TRA1,80.1,2012
A,YR,Y_LT1,F,TRA1,80.3,2013
A,YR,Y_LT1,F,TRA1,80.5,2014
A,YR,Y_LT1,F,TRA1,80.5,2015
A,YR,Y_LT1,F,TRA1,80.9,2016
A,YR,Y_LT1,F,TRA1,80.9,2017
A,YR,Y_LT1,F,TRA1,80.9,2018
A,YR,Y_LT1,F,TRA1,81.4,2019
A,YR,Y_LT1,F,TRA1,78.9,2023
A,YR,Y_LT1,F,TRA2,78.5,2012
A,YR,Y_LT1,F,TRA2,78.9,2013
A,YR,Y_LT1,F,TRA2,79.2,2014
A,YR,Y_LT1,F,TRA2,79.7,2015
A,YR,Y_LT1,F,TRA2,80,2016
A,YR,Y_LT1,F,TRA2,80.5,2017
A,YR,Y_LT1,F,TRA2,80.6,2018
A,YR,Y_LT1,F,TRA2,81.6,2019
A,YR,Y_LT1,F,TRA2,78.6,2023
A,YR,Y_LT1,F,TRB1,81.1,2012
A,YR,Y_LT1,F,TRB1,81.7,2013
A,YR,Y_LT1,F,TRB1,81.4,2014
A,YR,Y_LT1,F,TRB1,82.2,2015
A,YR,Y_LT1,F,TRB1,81.7,2016
A,YR,Y_LT1,F,TRB1,81.9,2017
A,YR,Y_LT1,F,TRB1,82.8,2018
A,YR,Y_LT1,F,TRB1,82.7,2019
A,YR,Y_LT1,F,TRB1,76.9,2023
A,YR,Y_LT1,F,TRB2,79.1,2012
A,YR,Y_LT1,F,TRB2,78.8,2013
A,YR,Y_LT1,F,TRB2,79.6,2014
A,YR,Y_LT1,F,TRB2,79.8,2015
A,YR,Y_LT1,F,TRB2,80.3,2016
A,YR,Y_LT1,F,TRB2,80.1,2017
A,YR,Y_LT1,F,TRB2,80.8,2018
A,YR,Y_LT1,F,TRB2,80.9,2019
A,YR,Y_LT1,F,TRB2,77.8,2023
A,YR,Y_LT1,F,TRC1,80.3,2012
A,YR,Y_LT1,F,TRC1,80.2,2013
A,YR,Y_LT1,F,TRC1,80.1,2014
A,YR,Y_LT1,F,TRC1,80.4,2015
A,YR,Y_LT1,F,TRC1,79.3,2016
A,YR,Y_LT1,F,TRC1,80.7,2017
A,YR,Y_LT1,F,TRC1,80.4,2018
A,YR,Y_LT1,F,TRC1,80.3,2019
A,YR,Y_LT1,F,TRC1,66,2023
A,YR,Y_LT1,F,TRC2,80.5,2013
A,YR,Y_LT1,F,TRC2,81.1,2014
A,YR,Y_LT1,F,TRC2,81.6,2015
A,YR,Y_LT1,F,TRC2,80.9,2016
A,YR,Y_LT1,F,TRC2,81.7,2017
A,YR,Y_LT1,F,TRC2,82.6,2018
A,YR,Y_LT1,F,TRC2,81.7,2019
A,YR,Y_LT1,F,TRC2,77,2023
A,YR,Y_LT1,F,TRC3,81.6,2016
A,YR,Y_LT1,F,TRC3,82.7,2019
A,YR,Y_LT1,F,TRC3,78.6,2023
A,YR,Y_LT1,F,UKC1,81.8,2012
A,YR,Y_LT1,F,UKC1,81.4,2013
A,YR,Y_LT1,F,UKC1,81.4,2014
A,YR,Y_LT1,F,UKC1,81.3,2015
A,YR,Y_LT1,F,UKC1,81.3,2016
A,YR,Y_LT1,F,UKC1,81.6,2017
A,YR,Y_LT1,F,UKC1,81.6,2018
A,YR,Y_LT1,F,UKC2,81.7,2012
A,YR,Y_LT1,F,UKC2,82,2013
A,YR,Y_LT1,F,UKC2,82,2014
A,YR,Y_LT1,F,UKC2,81.7,2015
A,YR,Y_LT1,F,UKC2,81.9,2016
A,YR,Y_LT1,F,UKC2,82.1,2017
A,YR,Y_LT1,F,UKC2,82,2018
A,YR,Y_LT1,F,UKD1,82.7,2012
A,YR,Y_LT1,F,UKD1,82.8,2013
A,YR,Y_LT1,F,UKD1,83.5,2014
A,YR,Y_LT1,F,UKD1,83.1,2015
A,YR,Y_LT1,F,UKD1,82.8,2016
A,YR,Y_LT1,F,UKD1,83.1,2017
A,YR,Y_LT1,F,UKD1,83.3,2018
A,YR,Y_LT1,F,UKD3,81.3,2012
A,YR,Y_LT1,F,UKD3,81.4,2013
A,YR,Y_LT1,F,UKD3,81.6,2014
A,YR,Y_LT1,F,UKD3,81.3,2015
A,YR,Y_LT1,F,UKD3,81.4,2016
A,YR,Y_LT1,F,UKD3,81.5,2017
A,YR,Y_LT1,F,UKD3,81.8,2018
A,YR,Y_LT1,F,UKD4,81.8,2012
A,YR,Y_LT1,F,UKD4,81.7,2013
A,YR,Y_LT1,F,UKD4,82,2014
A,YR,Y_LT1,F,UKD4,81.6,2015
A,YR,Y_LT1,F,UKD4,81.8,2016
A,YR,Y_LT1,F,UKD4,81.9,2017
A,YR,Y_LT1,F,UKD4,81.7,2018
A,YR,Y_LT1,F,UKD6,82.9,2012
A,YR,Y_LT1,F,UKD6,83.4,2013
A,YR,Y_LT1,F,UKD6,83.3,2014
A,YR,Y_LT1,F,UKD6,82.9,2015
A,YR,Y_LT1,F,UKD6,83,2016
A,YR,Y_LT1,F,UKD6,83.5,2017
A,YR,Y_LT1,F,UKD6,83.7,2018
A,YR,Y_LT1,F,UKD7,81.4,2012
A,YR,Y_LT1,F,UKD7,81.4,2013
A,YR,Y_LT1,F,UKD7,81.6,2014
A,YR,Y_LT1,F,UKD7,81.1,2015
A,YR,Y_LT1,F,UKD7,81.1,2016
A,YR,Y_LT1,F,UKD7,81.8,2017
A,YR,Y_LT1,F,UKD7,81.3,2018
A,YR,Y_LT1,F,UKE1,82.2,2012
A,YR,Y_LT1,F,UKE1,82.1,2013
A,YR,Y_LT1,F,UKE1,82.7,2014
A,YR,Y_LT1,F,UKE1,82.1,2015
A,YR,Y_LT1,F,UKE1,82.5,2016
A,YR,Y_LT1,F,UKE1,82.3,2017
A,YR,Y_LT1,F,UKE1,82.5,2018
A,YR,Y_LT1,F,UKE2,83.7,2012
A,YR,Y_LT1,F,UKE2,83.9,2013
A,YR,Y_LT1,F,UKE2,84.2,2014
A,YR,Y_LT1,F,UKE2,84.3,2015
A,YR,Y_LT1,F,UKE2,84.2,2016
A,YR,Y_LT1,F,UKE2,84.1,2017
A,YR,Y_LT1,F,UKE2,84,2018
A,YR,Y_LT1,F,UKE3,82,2012
A,YR,Y_LT1,F,UKE3,81.7,2013
A,YR,Y_LT1,F,UKE3,82.3,2014
A,YR,Y_LT1,F,UKE3,82,2015
A,YR,Y_LT1,F,UKE3,82,2016
A,YR,Y_LT1,F,UKE3,82.2,2017
A,YR,Y_LT1,F,UKE3,81.9,2018
A,YR,Y_LT1,F,UKE4,82.1,2012
A,YR,Y_LT1,F,UKE4,81.9,2013
A,YR,Y_LT1,F,UKE4,82.3,2014
A,YR,Y_LT1,F,UKE4,81.9,2015
A,YR,Y_LT1,F,UKE4,82.2,2016
A,YR,Y_LT1,F,UKE4,82.2,2017
A,YR,Y_LT1,F,UKE4,82,2018
A,YR,Y_LT1,F,UKF1,82.7,2012
A,YR,Y_LT1,F,UKF1,83,2013
A,YR,Y_LT1,F,UKF1,82.8,2014
A,YR,Y_LT1,F,UKF1,82.3,2015
A,YR,Y_LT1,F,UKF1,82.8,2016
A,YR,Y_LT1,F,UKF1,82.7,2017
A,YR,Y_LT1,F,UKF1,82.6,2018
A,YR,Y_LT1,F,UKF2,83,2012
A,YR,Y_LT1,F,UKF2,83.3,2013
A,YR,Y_LT1,F,UKF2,83.7,2014
A,YR,Y_LT1,F,UKF2,83.2,2015
A,YR,Y_LT1,F,UKF2,83.4,2016
A,YR,Y_LT1,F,UKF2,83.5,2017
A,YR,Y_LT1,F,UKF2,83.2,2018
A,YR,Y_LT1,F,UKF3,82.9,2012
A,YR,Y_LT1,F,UKF3,83.2,2013
A,YR,Y_LT1,F,UKF3,83.5,2014
A,YR,Y_LT1,F,UKF3,82.9,2015
A,YR,Y_LT1,F,UKF3,83.3,2016
A,YR,Y_LT1,F,UKF3,82.7,2017
A,YR,Y_LT1,F,UKF3,82.9,2018
A,YR,Y_LT1,F,UKG1,83.8,2012
A,YR,Y_LT1,F,UKG1,83.6,2013
A,YR,Y_LT1,F,UKG1,83.8,2014
A,YR,Y_LT1,F,UKG1,83.7,2015
A,YR,Y_LT1,F,UKG1,83.8,2016
A,YR,Y_LT1,F,UKG1,84.1,2017
A,YR,Y_LT1,F,UKG1,83.6,2018
A,YR,Y_LT1,F,UKG2,82.8,2012
A,YR,Y_LT1,F,UKG2,82.7,2013
A,YR,Y_LT1,F,UKG2,83.3,2014
A,YR,Y_LT1,F,UKG2,82.5,2015
A,YR,Y_LT1,F,UKG2,82.8,2016
A,YR,Y_LT1,F,UKG2,82.7,2017
A,YR,Y_LT1,F,UKG2,82.6,2018
A,YR,Y_LT1,F,UKG3,82.5,2012
A,YR,Y_LT1,F,UKG3,82.5,2013
A,YR,Y_LT1,F,UKG3,82.3,2014
A,YR,Y_LT1,F,UKG3,82.2,2015
A,YR,Y_LT1,F,UKG3,82.4,2016
A,YR,Y_LT1,F,UKG3,82.3,2017
A,YR,Y_LT1,F,UKG3,82.2,2018
A,YR,Y_LT1,F,UKH1,84,2012
A,YR,Y_LT1,F,UKH1,83.9,2013
A,YR,Y_LT1,F,UKH1,84.2,2014
A,YR,Y_LT1,F,UKH1,83.9,2015
A,YR,Y_LT1,F,UKH1,84.1,2016
A,YR,Y_LT1,F,UKH1,84.1,2017
A,YR,Y_LT1,F,UKH1,84.2,2018
A,YR,Y_LT1,F,UKH2,83.5,2012
A,YR,Y_LT1,F,UKH2,84,2013
A,YR,Y_LT1,F,UKH2,84.1,2014
A,YR,Y_LT1,F,UKH2,83.8,2015
A,YR,Y_LT1,F,UKH2,84.2,2016
A,YR,Y_LT1,F,UKH2,84.1,2017
A,YR,Y_LT1,F,UKH2,84.1,2018
A,YR,Y_LT1,F,UKH3,83.4,2012
A,YR,Y_LT1,F,UKH3,83.6,2013
A,YR,Y_LT1,F,UKH3,83.5,2014
A,YR,Y_LT1,F,UKH3,83.3,2015
A,YR,Y_LT1,F,UKH3,83.2,2016
A,YR,Y_LT1,F,UKH3,83.2,2017
A,YR,Y_LT1,F,UKH3,83.3,2018
A,YR,Y_LT1,F,UKI3,85.5,2013
A,YR,Y_LT1,F,UKI3,85.9,2014
A,YR,Y_LT1,F,UKI3,85.2,2015
A,YR,Y_LT1,F,UKI3,86.2,2016
A,YR,Y_LT1,F,UKI3,85.6,2017
A,YR,Y_LT1,F,UKI3,86.5,2018
A,YR,Y_LT1,F,UKI4,83.6,2013
A,YR,Y_LT1,F,UKI4,83.6,2014
A,YR,Y_LT1,F,UKI4,83.1,2015
A,YR,Y_LT1,F,UKI4,84.2,2016
A,YR,Y_LT1,F,UKI4,84.2,2017
A,YR,Y_LT1,F,UKI4,84,2018
A,YR,Y_LT1,F,UKI5,83.8,2013
A,YR,Y_LT1,F,UKI5,84.1,2014
A,YR,Y_LT1,F,UKI5,83.6,2015
A,YR,Y_LT1,F,UKI5,84.2,2016
A,YR,Y_LT1,F,UKI5,84.3,2017
A,YR,Y_LT1,F,UKI5,84.2,2018
A,YR,Y_LT1,F,UKI6,84.4,2013
A,YR,Y_LT1,F,UKI6,84,2014
A,YR,Y_LT1,F,UKI6,84.5,2015
A,YR,Y_LT1,F,UKI6,84.6,2016
A,YR,Y_LT1,F,UKI6,84.8,2017
A,YR,Y_LT1,F,UKI6,84.4,2018
A,YR,Y_LT1,F,UKI7,84.8,2013
A,YR,Y_LT1,F,UKI7,85.2,2014
A,YR,Y_LT1,F,UKI7,84.7,2015
A,YR,Y_LT1,F,UKI7,85.4,2016
A,YR,Y_LT1,F,UKI7,85.4,2017
A,YR,Y_LT1,F,UKI7,85.3,2018
A,YR,Y_LT1,F,UKJ1,83.9,2012
A,YR,Y_LT1,F,UKJ1,84.2,2013
A,YR,Y_LT1,F,UKJ1,84.6,2014
A,YR,Y_LT1,F,UKJ1,84.4,2015
A,YR,Y_LT1,F,UKJ1,84.5,2016
A,YR,Y_LT1,F,UKJ1,84.6,2017
A,YR,Y_LT1,F,UKJ1,84.7,2018
A,YR,Y_LT1,F,UKJ2,84.2,2012
A,YR,Y_LT1,F,UKJ2,84.3,2013
A,YR,Y_LT1,F,UKJ2,84.5,2014
A,YR,Y_LT1,F,UKJ2,84.1,2015
A,YR,Y_LT1,F,UKJ2,84.4,2016
A,YR,Y_LT1,F,UKJ2,84.5,2017
A,YR,Y_LT1,F,UKJ2,84.6,2018
A,YR,Y_LT1,F,UKJ3,83.9,2012
A,YR,Y_LT1,F,UKJ3,83.8,2013
A,YR,Y_LT1,F,UKJ3,84.4,2014
A,YR,Y_LT1,F,UKJ3,84.1,2015
A,YR,Y_LT1,F,UKJ3,84.1,2016
A,YR,Y_LT1,F,UKJ3,84,2017
A,YR,Y_LT1,F,UKJ3,84.2,2018
A,YR,Y_LT1,F,UKJ4,83.4,2012
A,YR,Y_LT1,F,UKJ4,83.5,2013
A,YR,Y_LT1,F,UKJ4,83.3,2014
A,YR,Y_LT1,F,UKJ4,83.2,2015
A,YR,Y_LT1,F,UKJ4,83.4,2016
A,YR,Y_LT1,F,UKJ4,83.5,2017
A,YR,Y_LT1,F,UKJ4,83.4,2018
A,YR,Y_LT1,F,UKK1,84,2012
A,YR,Y_LT1,F,UKK1,83.5,2013
A,YR,Y_LT1,F,UKK1,84.2,2014
A,YR,Y_LT1,F,UKK1,83.6,2015
A,YR,Y_LT1,F,UKK1,83.7,2016
A,YR,Y_LT1,F,UKK1,84,2017
A,YR,Y_LT1,F,UKK1,84.1,2018
A,YR,Y_LT1,F,UKK2,84.5,2012
A,YR,Y_LT1,F,UKK2,84,2013
A,YR,Y_LT1,F,UKK2,84.8,2014
A,YR,Y_LT1,F,UKK2,83.8,2015
A,YR,Y_LT1,F,UKK2,84,2016
A,YR,Y_LT1,F,UKK2,84.3,2017
A,YR,Y_LT1,F,UKK2,84.3,2018
A,YR,Y_LT1,F,UKK3,83.5,2012
A,YR,Y_LT1,F,UKK3,83.4,2013
A,YR,Y_LT1,F,UKK3,83.7,2014
A,YR,Y_LT1,F,UKK3,83.3,2015
A,YR,Y_LT1,F,UKK3,83.4,2016
A,YR,Y_LT1,F,UKK3,83.4,2017
A,YR,Y_LT1,F,UKK3,83.2,2018
A,YR,Y_LT1,F,UKK4,83.5,2012
A,YR,Y_LT1,F,UKK4,84.1,2013
A,YR,Y_LT1,F,UKK4,84.1,2014
A,YR,Y_LT1,F,UKK4,84,2015
A,YR,Y_LT1,F,UKK4,83.3,2016
A,YR,Y_LT1,F,UKK4,83.7,2017
A,YR,Y_LT1,F,UKK4,83.7,2018
A,YR,Y_LT1,F,UKL1,81.9,2012
A,YR,Y_LT1,F,UKL1,81.9,2013
A,YR,Y_LT1,F,UKL1,82.4,2014
A,YR,Y_LT1,F,UKL1,81.7,2015
A,YR,Y_LT1,F,UKL1,82.2,2016
A,YR,Y_LT1,F,UKL1,82.2,2017
A,YR,Y_LT1,F,UKL1,82,2018
A,YR,Y_LT1,F,UKL2,82.9,2012
A,YR,Y_LT1,F,UKL2,82.8,2013
A,YR,Y_LT1,F,UKL2,83.2,2014
A,YR,Y_LT1,F,UKL2,82.6,2015
A,YR,Y_LT1,F,UKL2,82.9,2016
A,YR,Y_LT1,F,UKL2,83.1,2017
A,YR,Y_LT1,F,UKL2,83,2018
A,YR,Y_LT1,F,UKM5,81.7,2012
A,YR,Y_LT1,F,UKM5,82,2013
A,YR,Y_LT1,F,UKM5,81.8,2014
A,YR,Y_LT1,F,UKM5,81.7,2015
A,YR,Y_LT1,F,UKM5,82.1,2016
A,YR,Y_LT1,F,UKM5,82.2,2017
A,YR,Y_LT1,F,UKM5,82.4,2018
A,YR,Y_LT1,F,UKM6,82,2012
A,YR,Y_LT1,F,UKM6,82.6,2013
A,YR,Y_LT1,F,UKM6,83.1,2014
A,YR,Y_LT1,F,UKM6,82.2,2015
A,YR,Y_LT1,F,UKM6,83.4,2016
A,YR,Y_LT1,F,UKM6,82.3,2017
A,YR,Y_LT1,F,UKM6,81.7,2018
A,YR,Y_LT1,F,UKM7,81.8,2017
A,YR,Y_LT1,F,UKM7,81.7,2018
A,YR,Y_LT1,F,UKM8,80,2017
A,YR,Y_LT1,F,UKM8,80.1,2018
A,YR,Y_LT1,F,UKM9,81.2,2017
A,YR,Y_LT1,F,UKM9,80.8,2018
A,YR,Y_LT1,F,UKN0,82.4,2012
A,YR,Y_LT1,F,UKN0,82.5,2013
A,YR,Y_LT1,F,UKN0,82.6,2014
A,YR,Y_LT1,F,UKN0,82.4,2015
A,YR,Y_LT1,F,UKN0,82.5,2016
A,YR,Y_LT1,F,UKN0,82.6,2017
A,YR,Y_LT1,F,UKN0,82.6,2018
A,YR,Y_LT1,M,AL01,77.3,2019
A,YR,Y_LT1,M,AL01,75.1,2020
A,YR,Y_LT1,M,AL02,80,2019
A,YR,Y_LT1,M,AL02,76.5,2020
A,YR,Y_LT1,M,AL03,76,2019
A,YR,Y_LT1,M,AL03,74.3,2020
