nuts2_id,year,pop
ES11,2014,5491634
ES11,2015,5465602
ES11,2016,5438190
ES11,2017,5417910
ES11,2018,5406096
ES11,2019,5400420
ES11,2020,5405210
ES11,2021,5396354
ES11,2022,5385658
ES11,2023,5398848
ES12,1995,2172002
ES12,1996,2165428
ES12,1997,2158396
ES12,1998,2152024
ES12,1999,2144438
ES12,2000,2136574
ES12,2001,2129702
ES12,2002,2125572
ES12,2003,2124652
ES12,2004,2124824
ES12,2005,2125506
ES12,2006,2126976
ES12,2007,2130574
ES12,2008,2142158
ES12,2009,2152552
ES12,2010,2154204
ES12,2011,2151738
ES12,2012,2148616
ES12,2013,2134850
ES12,2014,2117120
ES12,2015,2098656
ES12,2016,2080814
ES12,2017,2067100
ES12,2018,2054182
ES12,2019,2042938
ES12,2020,2036106
ES12,2021,2024234
ES12,2022,2009920
ES12,2023,2012120
ES13,1995,1062370
ES13,1996,1063202
ES13,1997,1063988
ES13,1998,1065128
ES13,1999,1065992
ES13,2000,1066834
ES13,2001,1068462
ES13,2002,1072572
ES13,2003,1083302
ES13,2004,1096028
ES13,2005,1109376
ES13,2006,1122084
ES13,2007,1136392
ES13,2008,1154534
ES13,2009,1169314
ES13,2010,1177024
ES13,2011,1181734
ES13,2012,1184766
ES13,2013,1179578
ES13,2014,1174982
ES13,2015,1170368
ES13,2016,1164988
ES13,2017,1162842
ES13,2018,1163066
ES13,2019,1163978
ES13,2020,1166022
ES13,2021,1169416
ES13,2022,1170902
ES13,2023,1176774
ES21,1995,4195894
ES21,1996,4189714
ES21,1997,4183788
ES21,1998,4179514
ES21,1999,4173728
ES21,2000,4169070
ES21,2001,4165942
ES21,2002,4165792
ES21,2003,4185288
ES21,2004,4206206
ES21,2005,4230520
ES21,2006,4255378
ES21,2007,4285204
ES21,2008,4318830
ES21,2009,4348154
ES21,2010,4359042
ES21,2011,4366272
ES21,2012,4369392
ES21,2013,4358548
ES21,2014,4344494
ES21,2015,4345414
ES21,2016,4348852
ES21,2017,4359888
ES21,2018,4374508
ES21,2019,4394612
ES21,2020,4423834
ES21,2021,4425256
ES21,2022,4411656
ES21,2023,4432604
ES22,1995,1063464
ES22,1996,1069688
ES22,1997,1076200
ES22,1998,1083114
ES22,1999,1089896
ES22,2000,1096758
ES22,2001,1104120
ES22,2002,1114912
ES22,2003,1135784
ES22,2004,1152692
ES22,2005,1168730
ES22,2006,1184274
ES22,2007,1205670
ES22,2008,1233420
ES22,2009,1254572
ES22,2010,1266046
ES22,2011,1274200
ES22,2012,1280028
ES22,2013,1278178
ES22,2014,1274198
ES22,2015,1274634
ES22,2016,1277844
ES22,2017,1284150
ES22,2018,1292680
ES22,2019,1305594
ES22,2020,1319814
ES22,2021,1324064
ES22,2022,1329028
ES22,2023,1344310
ES23,1995,536110
ES23,1996,538156
ES23,1997,540368
ES23,1998,542846
ES23,1999,545330
ES23,2000,547656
ES23,2001,550626
ES23,2002,555978
ES23,2003,569214
ES23,2004,582164
ES23,2005,596090
ES23,2006,605406
ES23,2007,616234
ES23,2008,632394
ES23,2009,639576
ES23,2010,639868
ES23,2011,641716
ES23,2012,641902
ES23,2013,637638
ES23,2014,631472
ES23,2015,628914
ES23,2016,628050
ES23,2017,628272
ES23,2018,629780
ES23,2019,631934
ES23,2020,637406
ES23,2021,638888
ES23,2022,639234
ES23,2023,644564
ES24,1995,2392522
ES24,1996,2394520
ES24,1997,2396490
ES24,1998,2398344
ES24,1999,2399398
ES24,2000,2400400
ES24,2001,2404030
ES24,2002,2419794
ES24,2003,2451144
ES24,2004,2475548
ES24,2005,2510154
ES24,2006,2547126
ES24,2007,2588486
ES24,2008,2650852
ES24,2009,2685576
ES24,2010,2688362
ES24,2011,2688770
ES24,2012,2687614
ES24,2013,2675350
ES24,2014,2661426
ES24,2015,2651200
ES24,2016,2636084
ES24,2017,2630822
ES24,2018,2626986
ES24,2019,2641388
ES24,2020,2661184
ES24,2021,2663876
ES24,2022,2656434
ES24,2023,2682578
ES30,1995,10233316
ES30,1996,10315206
ES30,1997,10397506
ES30,1998,10484888
ES30,1999,10569236
ES30,2000,10659212
ES30,2001,10758174
ES30,2002,10957222
ES30,2003,11277608
ES30,2004,11533108
ES30,2005,11732438
ES30,2006,11907092
ES30,2007,12150026
ES30,2008,12452370
ES30,2009,12655118
ES30,2010,12747092
ES30,2011,12788504
ES30,2012,12851044
ES30,2013,12823050
ES30,2014,12745106
ES30,2015,12751474
ES30,2016,12822932
ES30,2017,12918594
ES30,2018,13059846
ES30,2019,13236156
ES30,2020,13440620
ES30,2021,13453280
ES30,2022,13486546
ES30,2023,13743806
ES41,1995,5041380
ES41,1996,5024016
ES41,1997,5005646
ES41,1998,4988412
ES41,1999,4967236
ES41,2000,4945738
ES41,2001,4926958
ES41,2002,4909508
ES41,2003,4927232
ES41,2004,4942264
ES41,2005,4965594
ES41,2006,4989396
ES41,2007,5028412
ES41,2008,5083440
ES41,2009,5098344
ES41,2010,5094802
ES41,2011,5090602
ES41,2012,5075370
ES41,2013,5033854
ES41,2014,4987208
ES41,2015,4951394
ES41,2016,4905442
ES41,2017,4867070
ES41,2018,4834026
ES41,2019,4811136
ES41,2020,4797952
ES41,2021,4770446
ES41,2022,4751172
ES41,2023,4767406
ES42,1995,3396526
ES42,1996,3415404
ES42,1997,3432578
ES42,1998,3451168
ES42,1999,3467626
ES42,2000,3484912
ES42,2001,3504004
ES42,2002,3526954
ES42,2003,3594300
ES42,2004,3667086
ES42,2005,3748034
ES42,2006,3834890
ES42,2007,3942416
ES42,2008,4063680
ES42,2009,4132856
ES42,2010,4168936
ES42,2011,4198128
ES42,2012,4211870
ES42,2013,4186948
ES42,2014,4149520
ES42,2015,4125230
ES42,2016,4098672
ES42,2017,4082844
ES42,2018,4068818
ES42,2019,4073554
ES42,2020,4095938
ES42,2021,4105010
ES42,2022,4116568
ES42,2023,4168172
ES43,1995,2130152
ES43,1996,2129400
ES43,1997,2127764
ES43,1998,2125960
ES43,1999,2123214
ES43,2000,2120060
ES43,2001,2118022
ES43,2002,2115580
ES43,2003,2120702
ES43,2004,2128748
ES43,2005,2140192
ES43,2006,2149874
ES43,2007,2163744
ES43,2008,2179310
ES43,2009,2189386
ES43,2010,2199220
ES43,2011,2204598
ES43,2012,2208672
ES43,2013,2202048
ES43,2014,2193416
ES43,2015,2184434
ES43,2016,2172306
ES43,2017,2158216
ES43,2018,2145442
ES43,2019,2135850
ES43,2020,2129940
ES43,2021,2123272
ES43,2022,2113616
ES43,2023,2108612
ES51,1995,12322418
ES51,1996,12368654
ES51,1997,12416746
ES51,1998,12466700
ES51,1999,12515586
ES51,2000,12566202
ES51,2001,12629698
ES51,2002,12760984
ES51,2003,13113800
ES51,2004,13425496
ES51,2005,13741622
ES51,2006,14021718
ES51,2007,14303364
ES51,2008,14622292
ES51,2009,14854184
ES51,2010,14926976
ES51,2011,14986526
ES51,2012,15029982
ES51,2013,14977328
ES51,2014,14865666
ES51,2015,14841780
ES51,2016,14881384
ES51,2017,14961556
ES51,2018,15078728
ES51,2019,15249250
ES51,2020,15440646
ES51,2021,15499792
ES51,2022,15523728
ES51,2023,15803926
ES52,1995,7938802
ES52,1996,7993468
ES52,1997,8045984
ES52,1998,8098776
ES52,1999,8152760
ES52,2000,8207632
ES52,2001,8270366
ES52,2002,8384554
ES52,2003,8644132
ES52,2004,8883882
ES52,2005,9134326
ES52,2006,9362066
ES52,2007,9603256
ES52,2008,9856190
ES52,2009,9962568
ES52,2010,9979262
ES52,2011,9998384
ES52,2012,10019300
ES52,2013,9976730
ES52,2014,9920426
ES52,2015,9890184
ES52,2016,9879776
ES52,2017,9887642
ES52,2018,9917168
ES52,2019,9978616
ES52,2020,10092964
ES52,2021,10135822
ES52,2022,10216254
ES52,2023,10432390
ES53,1995,1512282
ES53,1996,1535904
ES53,1997,1560038
ES53,1998,1584686
ES53,1999,1609508
ES53,2000,1634626
ES53,2001,1660856
ES53,2002,1690256
ES53,2003,1766818
ES53,2004,1825930
ES53,2005,1880242
ES53,2006,1940588
ES53,2007,2010362
ES53,2008,2085714
ES53,2009,2140334
ES53,2010,2167358
ES53,2011,2183328
ES53,2012,2201430
ES53,2013,2210262
ES53,2014,2213234
ES53,2015,2222004
ES53,2016,2234706
ES53,2017,2256984
ES53,2018,2282466
ES53,2019,2315856
ES53,2020,2353632
ES53,2021,2366830
ES53,2022,2374086
ES53,2023,2419812
ES61,1995,14230996
ES61,1996,14304970
ES61,1997,14373054
ES61,1998,14443838
ES61,1999,14506282
ES61,2000,14571984
ES61,2001,14646062
ES61,2002,14782802
ES61,2003,14981742
ES61,2004,15193068
ES61,2005,15461392
ES61,2006,15731576
ES61,2007,15973200
ES61,2008,16237140
ES61,2009,16425936
ES61,2010,16552016
ES61,2011,16664160
ES61,2012,16755620
ES61,2013,16775972
ES61,2014,16762478
ES61,2015,16777988
ES61,2016,16784092
ES61,2017,16788034
ES61,2018,16792928
ES61,2019,16824444
ES61,2020,16922078
ES61,2021,16969608
ES61,2022,17022370
ES61,2023,17168294
ES62,1995,2201358
ES62,1996,2228788
ES62,1997,2256292
ES62,1998,2284060
ES62,1999,2311350
ES62,2000,2338228
ES62,2001,2368236
ES62,2002,2413228
ES62,2003,2485252
ES62,2004,2553632
ES62,2005,2626992
ES62,2006,2702212
ES62,2007,2771434
ES62,2008,2839126
ES62,2009,2883574
ES62,2010,2907086
ES62,2011,2918150
ES62,2012,2923850
ES62,2013,2924542
ES62,2014,2925468
ES62,2015,2930390
ES62,2016,2936734
ES62,2017,2950550
ES62,2018,2957436
ES62,2019,2982624
ES62,2020,3018154
ES62,2021,3036558
ES62,2022,3059324
ES62,2023,3103384
ES63,1995,138636
ES63,1996,139470
ES63,1997,139980
ES63,1998,140622
ES63,1999,141094
ES63,2000,141710
ES63,2001,142366
ES63,2002,141736
ES63,2003,142218
ES63,2004,143076
ES63,2005,143954
ES63,2006,145614
ES63,2007,148322
ES63,2008,150500
ES63,2009,153854
ES63,2010,158588
ES63,2011,163242
ES63,2012,167690
ES63,2013,168974
ES63,2014,169124
ES63,2015,169122
ES63,2016,169116
ES63,2017,170010
ES63,2018,170654
ES63,2019,170174
ES63,2020,169004
ES63,2021,168142
ES63,2022,166108
ES63,2023,166104
ES64,1995,120900
ES64,1996,122762
ES64,1997,124534
ES64,1998,126286
ES64,1999,127978
ES64,2000,129702
ES64,2001,131450
ES64,2002,131794
ES64,2003,130774
ES64,2004,129494
ES64,2005,129820
ES64,2006,134222
ES64,2007,137934
ES64,2008,142488
ES64,2009,146730
ES64,2010,152098
ES64,2011,157732
ES64,2012,163584
ES64,2013,167338
ES64,2014,168206
ES64,2015,170018
ES64,2016,170914
ES64,2017,171836
ES64,2018,172168
ES64,2019,172746
ES64,2020,173116
ES64,2021,172900
ES64,2022,169864
ES64,2023,170986
ES70,1995,3136098
ES70,1996,3173288
ES70,1997,3209300
ES70,1998,3245644
ES70,1999,3280682
ES70,2000,3318124
ES70,2001,3355966
ES70,2002,3407700
ES70,2003,3511396
ES70,2004,3608484
ES70,2005,3706316
ES70,2006,3799236
ES70,2007,3892154
ES70,2008,3983908
ES70,2009,4050980
ES70,2010,4090326
ES70,2011,4129742
ES70,2012,4171876
ES70,2013,4192672
ES70,2014,4196310
ES70,2015,4202638
ES70,2016,4206872
ES70,2017,4230466
ES70,2018,4263162
ES70,2019,4306632
ES70,2020,4352480
ES70,2021,4357848
ES70,2022,4371218
ES70,2023,4426032
EU28,1995,963808012
EU28,1996,965472770
EU28,1997,967025606
EU28,1998,971755116
EU28,1999,973155908
EU28,2000,974518160
EU28,2001,976481054
EU28,2002,977925412
EU28,2003,981383156
EU28,2004,985111596
EU28,2005,989196644
EU28,2006,992873194
EU28,2007,996601550
EU28,2008,1000594066
EU28,2009,1004180470
EU28,2010,1006341236
EU28,2011,1005929674
EU28,2012,1008095928
EU28,2013,1010326016
EU28,2015,1015528840
EU28,2016,1018733734
EU28,2017,1020999342
EU28,2018,1023121174
EU28,2019,1025565482
FI19,1995,2627762
FI19,1996,2629582
FI19,1997,2632168
FI19,1998,2633568
FI19,1999,2634526
FI19,2000,2634430
FI19,2001,2634882
FI19,2002,2638880
FI19,2003,2643166
FI19,2004,2650482
FI19,2005,2660742
FI19,2006,2668586
FI19,2007,2677946
FI19,2008,2689130
FI19,2009,2699200
FI19,2010,2710336
FI19,2011,2720082
FI19,2012,2730518
FI19,2013,2740768
FI19,2014,2748806
FI19,2015,2754562
FI19,2016,2758232
FI19,2017,2761186
FI19,2018,2760730
FI19,2019,2759498
FI19,2020,2757304
FI19,2021,2757702
FI19,2022,2764490
FI19,2023,2769522
FI1B,1995,2587146
FI1B,1996,2621360
FI1B,1997,2654486
FI1B,1998,2689978
FI1B,1999,2725268
FI1B,2000,2759424
FI1B,2001,2788398
FI1B,2002,2817050
FI1B,2003,2839876
FI1B,2004,2859738
FI1B,2005,2878800
FI1B,2006,2904166
FI1B,2007,2934906
FI1B,2008,2967438
FI1B,2009,3003022
FI1B,2010,3035084
FI1B,2011,3064618
FI1B,2012,3098116
FI1B,2013,3133670
FI1B,2014,3170946
FI1B,2015,3206776
FI1B,2016,3240522
FI1B,2017,3276586
FI1B,2018,3311248
FI1B,2019,3342048
FI1B,2020,3379450
FI1B,2021,3405356
FI1B,2022,3429482
FI1B,2023,3466066
FI1C,1995,2256980
FI1C,1996,2258604
FI1C,1997,2259518
FI1C,1998,2262446
FI1C,1999,2264894
FI1C,2000,2266474
FI1C,2001,2267122
FI1C,2002,2270652
FI1C,2003,2273786
FI1C,2004,2277292
FI1C,2005,2281126
FI1C,2006,2285844
FI1C,2007,2291316
FI1C,2008,2296416
FI1C,2009,2302932
FI1C,2010,2307678
FI1C,2011,2313582
FI1C,2012,2318078
FI1C,2013,2321464
FI1C,2014,2323764
FI1C,2015,2323412
FI1C,2016,2320982
FI1C,2017,2318348
FI1C,2018,2314002
FI1C,2019,2305438
FI1C,2020,2297588
FI1C,2021,2294968
FI1C,2022,2292624
FI1C,2023,2288946
FI1D,1995,2675304
FI1D,1996,2673702
FI1D,1997,2667954
FI1D,1998,2657922
FI1D,1999,2643354
FI1D,2000,2630864
FI1D,2001,2620276
FI1D,2002,2611204
FI1D,2003,2603248
FI1D,2004,2599258
FI1D,2005,2599494
FI1D,2006,2599032
FI1D,2007,2595896
FI1D,2008,2593678
FI1D,2009,2592562
FI1D,2010,2594288
FI1D,2011,2596256
FI1D,2012,2599114
FI1D,2013,2600444
FI1D,2014,2601692
FI1D,2015,2600924
FI1D,2016,2596914
FI1D,2017,2592046
FI1D,2018,2581302
FI1D,2019,2569276
FI1D,2020,2556474
FI1D,2021,2549302
FI1D,2022,2549198
FI1D,2023,2542688
FI20,1995,50316
FI20,1996,50404
FI20,1997,50514
FI20,1998,50784
FI20,1999,51250
FI20,2000,51412
FI20,2001,51552
FI20,2002,52016
FI20,2003,52514
FI20,2004,52694
FI20,2005,53060
FI20,2006,53532
FI20,2007,53846
FI20,2008,54306
FI20,2009,54912
FI20,2010,55468
FI20,2011,56014
FI20,2012,56708
FI20,2013,57002
FI20,2014,57332
FI20,2015,57832
FI20,2016,57966
FI20,2017,58428
FI20,2018,58978
FI20,2019,59578
FI20,2020,59768
FI20,2021,60258
FI20,2022,60688
FI20,2023,60718
FR10,1995,21717950
FR10,1996,21767696
FR10,1997,21790854
FR10,1998,21825244
FR10,1999,21892024
FR10,2000,22039982
FR10,2001,22205648
FR10,2002,22371126
FR10,2003,22540148
FR10,2004,22700580
FR10,2005,22884286
FR10,2006,23064796
FR10,2007,23197732
FR10,2008,23318520
FR10,2009,23456480
FR10,2010,23572468
FR10,2011,23705702
FR10,2012,23797004
FR10,2013,23919614
FR10,2014,24055130
FR10,2015,24164288
FR10,2016,24234264
FR10,2017,24349760
FR10,2018,24426894
FR10,2019,24525088
FR10,2020,24543588
FR10,2021,24634558
FR10,2022,24761928
FR10,2023,24814718
FRB0,1995,4836630
FRB0,1996,4848652
FRB0,1997,4864068
FRB0,1998,4876410
FRB0,1999,4880590
FRB0,2000,4900242
FRB0,2001,4923556
FRB0,2002,4945956
FRB0,2003,4968576
FRB0,2004,4988558
FRB0,2005,5014492
FRB0,2006,5039134
FRB0,2007,5053838
FRB0,2008,5063176
FRB0,2009,5077180
FRB0,2010,5096130
FRB0,2011,5113670
FRB0,2012,5127172
FRB0,2013,5141096
FRB0,2014,5154870
FRB0,2015,5157184
FRB0,2016,5155732
FRB0,2017,5152504
FRB0,2018,5145706
FRB0,2019,5146360
FRB0,2020,5149726
FRB0,2021,5146606
FRB0,2022,5163194
FRB0,2023,5163432
FRC1,1995,3231018
FRC1,1996,3229750
FRC1,1997,3228802
FRC1,1998,3226466
FRC1,1999,3221666
FRC1,2000,3225636
FRC1,2001,3231302
FRC1,2002,3236874
FRC1,2003,3241514
FRC1,2004,3244912
FRC1,2005,3252380
FRC1,2006,3257674
FRC1,2007,3267782
FRC1,2008,3277176
FRC1,2009,3284880
FRC1,2010,3284230
FRC1,2011,3285468
FRC1,2012,3282260
FRC1,2013,3285374
FRC1,2014,3285102
FRC1,2015,3282410
FRC1,2016,3275882
FRC1,2017,3265774
FRC1,2018,3257474
FRC1,2019,3251552
FRC1,2020,3245934
FRC1,2021,3241186
FRC1,2022,3245816
FRC1,2023,3239934
FRC2,1995,2223080
FRC2,1996,2227592
FRC2,1997,2229438
FRC2,1998,2231828
FRC2,1999,2234506
FRC2,2000,2243024
FRC2,2001,2253390
FRC2,2002,2262910
FRC2,2003,2271964
FRC2,2004,2280956
FRC2,2005,2291488
FRC2,2006,2301248
FRC2,2007,2317342
FRC2,2008,2327862
FRC2,2009,2336416
FRC2,2010,2343526
FRC2,2011,2346880
FRC2,2012,2351368
FRC2,2013,2354192
FRC2,2014,2356144
FRC2,2015,2359470
FRC2,2016,2360794
FRC2,2017,2357072
FRC2,2018,2358140
FRC2,2019,2359608
FRC2,2020,2357456
FRC2,2021,2359202
FRC2,2022,2362138
FRC2,2023,2360534
FRD1,1995,2816632
FRD1,1996,2822904
FRD1,1997,2832280
FRD1,1998,2837548
FRD1,1999,2843894
FRD1,2000,2853856
FRD1,2001,2864800
FRD1,2002,2875602
FRD1,2003,2885832
FRD1,2004,2894858
FRD1,2005,2904850
FRD1,2006,2913586
FRD1,2007,2922858
FRD1,2008,2934850
FRD1,2009,2941760
FRD1,2010,2946988
FRD1,2011,2951368
FRD1,2012,2954418
FRD1,2013,2957424
FRD1,2014,2958756
FRD1,2015,2958968
FRD1,2016,2954698
FRD1,2017,2948514
FRD1,2018,2943264
FRD1,2019,2939784
FRD1,2020,2942230
FRD1,2021,2946228
FRD1,2022,2955128
FRD1,2023,2955462
FRD2,1995,3542068
FRD2,1996,3548900
FRD2,1997,3552664
FRD2,1998,3558784
FRD2,1999,3561004
FRD2,2000,3569150
FRD2,2001,3578812
FRD2,2002,3588198
FRD2,2003,3595848
FRD2,2004,3603582
FRD2,2005,3613354
FRD2,2006,3622110
FRD2,2007,3633432
FRD2,2008,3651334
FRD2,2009,3665884
FRD2,2010,3673908
FRD2,2011,3678786
FRD2,2012,3691094
FRD2,2013,3699304
FRD2,2014,3712534
FRD2,2015,3719294
FRD2,2016,3717160
FRD2,2017,3712442
FRD2,2018,3711690
FRD2,2019,3710280
FRD2,2020,3708814
FRD2,2021,3709704
FRD2,2022,3723020
FRD2,2023,3723582
FRE1,1995,7972692
FRE1,1996,7983062
FRE1,1997,7989070
FRE1,1998,7990874
FRE1,1999,7994934
FRE1,2000,7995728
FRE1,2001,8002284
FRE1,2002,8011154
FRE1,2003,8017256
FRE1,2004,8021096
FRE1,2005,8031226
FRE1,2006,8037288
FRE1,2007,8043352
FRE1,2008,8048980
FRE1,2009,8066394
FRE1,2010,8076314
FRE1,2011,8084030
FRE1,2012,8101512
FRE1,2013,8121482
FRE1,2014,8152122
FRE1,2015,8155772
FRE1,2016,8148896
FRE1,2017,8144758
FRE1,2018,8145954
FRE1,2019,8147248
FRE1,2020,8139826
FRE1,2021,8145468
FRE1,2022,8154186
FRE1,2023,8146024
FRE2,1995,3692300
FRE2,1996,3703938
FRE2,1997,3710824
FRE2,1998,3712670
FRE2,1999,3715962
FRE2,2000,3725876
FRE2,2001,3737518
FRE2,2002,3748632
FRE2,2003,3758158
FRE2,2004,3766818
FRE2,2005,3778056
FRE2,2006,3788710
FRE2,2007,3800708
FRE2,2008,3813202
FRE2,2009,3822314
FRE2,2010,3829688
FRE2,2011,3836310
FRE2,2012,3844684
FRE2,2013,3854284
FRE2,2014,3860190
FRE2,2015,3864180
FRE2,2016,3864844
FRE2,2017,3862872
FRE2,2018,3862262
FRE2,2019,3862646
FRE2,2020,3855642
FRE2,2021,3845116
FRE2,2022,3843646
FRE2,2023,3834560
FRF1,1995,3374950
FRF1,1996,3398678
FRF1,1997,3421558
FRF1,1998,3439970
FRF1,1999,3465176
FRF1,2000,3487910
FRF1,2001,3512156
FRF1,2002,3536108
FRF1,2003,3559150
FRF1,2004,3582290
FRF1,2005,3606804
FRF1,2006,3630986
FRF1,2007,3654496
FRF1,2008,3674174
FRF1,2009,3686106
FRF1,2010,3691374
FRF1,2011,3704650
FRF1,2012,3719738
FRF1,2013,3736366
FRF1,2014,3745898
FRF1,2015,3758530
FRF1,2016,3768300
FRF1,2017,3779178
FRF1,2018,3797066
FRF1,2019,3814286
FRF1,2020,3831830
FRF1,2021,3839490
FRF1,2022,3849526
FRF1,2023,3855776
FRF2,1995,2700228
FRF2,1996,2698044
FRF2,1997,2695854
FRF2,1998,2692636
FRF2,1999,2686532
FRF2,2000,2684014
FRF2,2001,2683756
FRF2,2002,2683270
FRF2,2003,2681702
FRF2,2004,2679194
FRF2,2005,2678800
FRF2,2006,2677700
FRF2,2007,2678974
FRF2,2008,2676008
FRF2,2009,2675906
FRF2,2010,2671846
FRF2,2011,2672106
FRF2,2012,2678540
FRF2,2013,2678016
FRF2,2014,2678598
FRF2,2015,2676510
FRF2,2016,2666496
FRF2,2017,2656268
FRF2,2018,2646792
FRF2,2019,2640382
FRF2,2020,2639186
FRF2,2021,2633044
FRF2,2022,2624504
FRF2,2023,2616552
FRF3,1995,4630976
FRF3,1996,4631564
FRF3,1997,4632488
FRF3,1998,4625132
FRF3,1999,4623310
FRF3,2000,4629818
FRF3,2001,4637582
FRF3,2002,4646052
FRF3,2003,4652038
FRF3,2004,4656272
FRF3,2005,4664936
FRF3,2006,4671498
FRF3,2007,4679762
FRF3,2008,4692722
FRF3,2009,4700224
FRF3,2010,4701840
FRF3,2011,4701314
FRF3,2012,4699632
FRF3,2013,4690394
FRF3,2014,4684794
FRF3,2015,4683062
FRF3,2016,4675576
FRF3,2017,4663726
FRF3,2018,4656920
FRF3,2019,4657770
FRF3,2020,4654286
FRF3,2021,4650040
FRF3,2022,4646128
FRF3,2023,4636616
FRG0,1995,6291514
FRG0,1996,6328078
FRG0,1997,6364610
FRG0,1998,6400918
FRG0,1999,6439920
FRG0,2000,6497988
FRG0,2001,6563358
FRG0,2002,6629298
FRG0,2003,6695350
FRG0,2004,6759568
FRG0,2005,6830782
FRG0,2006,6900826
FRG0,2007,6965188
FRG0,2008,7020340
FRG0,2009,7078096
FRG0,2010,7142990
FRG0,2011,7202226
FRG0,2012,7265228
FRG0,2013,7321704
FRG0,2014,7381666
FRG0,2015,7437024
FRG0,2016,7475264
FRG0,2017,7515200
FRG0,2018,7562846
FRG0,2019,7612922
FRG0,2020,7664240
FRG0,2021,7707998
FRG0,2022,7758432
FRG0,2023,7796848
FRH0,1995,5681360
FRH0,1996,5707328
FRH0,1997,5740708
FRH0,1998,5776474
FRH0,1999,5808150
FRH0,2000,5855224
FRH0,2001,5908648
FRH0,2002,5963530
FRH0,2003,6018498
FRH0,2004,6074154
FRH0,2005,6133170
FRH0,2006,6189068
FRH0,2007,6240576
FRH0,2008,6299402
FRH0,2009,6350128
FRH0,2010,6398132
FRH0,2011,6435534
FRH0,2012,6474194
FRH0,2013,6517414
FRH0,2014,6553086
FRH0,2015,6587700
FRH0,2016,6613058
FRH0,2017,6637808
FRH0,2018,6670828
FRH0,2019,6709708
FRH0,2020,6747670
FRH0,2021,6789134
FRH0,2022,6845690
FRH0,2023,6880496
FRI1,1995,5711440
FRI1,1996,5728950
FRI1,1997,5753644
FRI1,1998,5777586
FRI1,1999,5813496
FRI1,2000,5866446
FRI1,2001,5925828
FRI1,2002,5986264
FRI1,2003,6047844
FRI1,2004,6109174
FRI1,2005,6176392
FRI1,2006,6239556
FRI1,2007,6301780
FRI1,2008,6355250
FRI1,2009,6412274
FRI1,2010,6464704
FRI1,2011,6508466
FRI1,2012,6571940
FRI1,2013,6633778
FRI1,2014,6686652
FRI1,2015,6741156
FRI1,2016,6786594
FRI1,2017,6829170
FRI1,2018,6874796
FRI1,2019,6929108
FRI1,2020,6970808
FRI1,2021,7031864
FRI1,2022,7102862
FRI1,2023,7150512
FRI2,1995,1433884
FRI2,1996,1430630
FRI2,1997,1428094
FRI2,1998,1425204
FRI2,1999,1422942
FRI2,2000,1426498
FRI2,2001,1431592
FRI2,2002,1437432
FRI2,2003,1442702
FRI2,2004,1447812
FRI2,2005,1454974
FRI2,2006,1461840
FRI2,2007,1474002
FRI2,2008,1481486
FRI2,2009,1483570
FRI2,2010,1485542
FRI2,2011,1482144
FRI2,2012,1477266
FRI2,2013,1475018
FRI2,2014,1476240
FRI2,2015,1476062
FRI2,2016,1472030
FRI2,2017,1469056
FRI2,2018,1462570
FRI2,2019,1458098
FRI2,2020,1454616
FRI2,2021,1454354
FRI2,2022,1456174
FRI2,2023,1453868
FRI3,1995,3238568
FRI3,1996,3247442
FRI3,1997,3256156
FRI3,1998,3270176
FRI3,1999,3279470
FRI3,2000,3300756
FRI3,2001,3324266
FRI3,2002,3348920
FRI3,2003,3372944
FRI3,2004,3396040
FRI3,2005,3422614
FRI3,2006,3448246
FRI3,2007,3479560
FRI3,2008,3505416
FRI3,2009,3521150
FRI3,2010,3540726
FRI3,2011,3555546
FRI3,2012,3567982
FRI3,2013,3579558
FRI3,2014,3595396
FRI3,2015,3605746
FRI3,2016,3612582
FRI3,2017,3615730
FRI3,2018,3622190
FRI3,2019,3633372
FRI3,2020,3642480
FRI3,2021,3652486
FRI3,2022,3667732
FRI3,2023,3673248
FRJ1,1995,4418068
FRJ1,1996,4458810
FRJ1,1997,4498374
FRJ1,1998,4547448
FRJ1,1999,4584810
FRJ1,2000,4644144
FRJ1,2001,4707258
FRJ1,2002,4777446
FRJ1,2003,4849036
FRJ1,2004,4919938
FRJ1,2005,4995436
FRJ1,2006,5068288
FRJ1,2007,5121740
FRJ1,2008,5163436
FRJ1,2009,5221780
FRJ1,2010,5272700
FRJ1,2011,5340092
FRJ1,2012,5400532
FRJ1,2013,5459442
FRJ1,2014,5503184
FRJ1,2015,5545366
FRJ1,2016,5586606
FRJ1,2017,5620766
FRJ1,2018,5660722
FRJ1,2019,5709426
FRJ1,2020,5750090
FRJ1,2021,5796560
FRJ1,2022,5857162
FRJ1,2023,5897808
FRJ2,1995,4989612
FRJ2,1996,5013884
FRJ2,1997,5040650
FRJ2,1998,5067532
FRJ2,1999,5100550
FRJ2,2000,5156508
FRJ2,2001,5218444
FRJ2,2002,5283960
FRJ2,2003,5349118
FRJ2,2004,5415166
FRJ2,2005,5486146
FRJ2,2006,5553644
FRJ2,2007,5620494
FRJ2,2008,5676456
FRJ2,2009,5725414
FRJ2,2010,5763512
FRJ2,2011,5806840
FRJ2,2012,5853184
FRJ2,2013,5908314
FRJ2,2014,5958322
FRJ2,2015,6003004
FRJ2,2016,6030264
FRJ2,2017,6069438
FRJ2,2018,6110270
FRJ2,2019,6156944
FRJ2,2020,6197848
FRJ2,2021,6247792
FRJ2,2022,6304300
FRJ2,2023,6344698
