nuts2_id,year,pop
DE23,2023,2215500
DE24,2000,2228310
DE24,2001,2226502
DE24,2002,2227576
DE24,2003,2225310
DE24,2004,2219348
DE24,2005,2213082
DE24,2006,2202780
DE24,2007,2189050
DE24,2008,2177690
DE24,2009,2165032
DE24,2010,2152800
DE24,2011,2130644
DE24,2012,2123146
DE24,2013,2117422
DE24,2014,2112730
DE24,2015,2111910
DE24,2016,2118716
DE24,2017,2124788
DE24,2018,2133680
DE24,2019,2134964
DE24,2020,2130742
DE24,2021,2124170
DE24,2022,2123858
DE24,2023,2103736
DE25,2000,3366564
DE25,2001,3378132
DE25,2002,3396686
DE25,2003,3407738
DE25,2004,3413230
DE25,2005,3417944
DE25,2006,3424550
DE25,2007,3425244
DE25,2008,3428246
DE25,2009,3424810
DE25,2010,3420290
DE25,2011,3359698
DE25,2012,3376828
DE25,2013,3397030
DE25,2014,3414752
DE25,2015,3430390
DE25,2016,3477372
DE25,2017,3500118
DE25,2018,3519286
DE25,2019,3540802
DE25,2020,3550338
DE25,2021,3551408
DE25,2022,3554286
DE25,2023,3564838
DE26,2000,2667606
DE26,2001,2671982
DE26,2002,2681824
DE26,2003,2688600
DE26,2004,2689480
DE26,2005,2689258
DE26,2006,2682962
DE26,2007,2675752
DE26,2008,2669534
DE26,2009,2654994
DE26,2010,2643914
DE26,2011,2604288
DE26,2012,2598152
DE26,2013,2595454
DE26,2014,2595984
DE26,2015,2597698
DE26,2016,2612096
DE26,2017,2618418
DE26,2018,2626750
DE26,2019,2634248
DE26,2020,2635238
DE26,2021,2635014
DE26,2022,2641026
DE26,2023,2621122
DE27,2000,3491152
DE27,2001,3506894
DE27,2002,3534386
DE27,2003,3552930
DE27,2004,3564772
DE27,2005,3572332
DE27,2006,3577838
DE27,2007,3573528
DE27,2008,3576658
DE27,2009,3572966
DE27,2010,3569506
DE27,2011,3556488
DE27,2012,3566238
DE27,2013,3585518
DE27,2014,3612050
DE27,2015,3642542
DE27,2016,3692040
DE27,2017,3715982
DE27,2018,3746736
DE27,2019,3775508
DE27,2020,3798884
DE27,2021,3811682
DE27,2022,3835958
DE27,2023,3806962
DE30,2000,6773334
DE30,2001,6764338
DE30,2002,6776868
DE30,2003,6784850
DE30,2004,6776954
DE30,2005,6775656
DE30,2006,6790378
DE30,2007,6808074
DE30,2008,6832510
DE30,2009,6863350
DE30,2010,6885350
DE30,2011,6556692
DE30,2012,6652004
DE30,2013,6750444
DE30,2014,6843658
DE30,2015,6939698
DE30,2016,7040062
DE30,2017,7149660
DE30,2018,7226990
DE30,2019,7289652
DE30,2020,7338982
DE30,2021,7328176
DE30,2022,7354944
DE30,2023,7265706
DE40,2000,5202414
DE40,2001,5203924
DE40,2002,5186080
DE40,2003,5164758
DE40,2004,5149042
DE40,2005,5135408
DE40,2006,5118966
DE40,2007,5095544
DE40,2008,5071474
DE40,2009,5044986
DE40,2010,5023050
DE40,2011,4922484
DE40,2012,4906360
DE40,2013,4899022
DE40,2014,4898386
DE40,2015,4915744
DE40,2016,4969652
DE40,2017,4989296
DE40,2018,5008080
DE40,2019,5023834
DE40,2020,5043786
DE40,2021,5062142
DE40,2022,5075736
DE40,2023,5090318
DE50,2000,1326130
DE50,2001,1320450
DE50,2002,1319302
DE50,2003,1324196
DE50,2004,1326258
DE50,2005,1326426
DE50,2006,1326934
DE50,2007,1327958
DE50,2008,1326164
DE50,2009,1323732
DE50,2010,1323432
DE50,2011,1302934
DE50,2012,1304364
DE50,2013,1309548
DE50,2014,1314782
DE50,2015,1323776
DE50,2016,1342978
DE50,2017,1357506
DE50,2018,1362064
DE50,2019,1365972
DE50,2020,1362404
DE50,2021,1360260
DE50,2022,1352926
DE50,2023,1391516
DE60,2000,3409470
DE60,2001,3430784
DE60,2002,3452726
DE60,2003,3457612
DE60,2004,3468166
DE60,2005,3469660
DE60,2006,3487254
DE60,2007,3508364
DE60,2008,3541258
DE60,2009,3544200
DE60,2010,3548448
DE60,2011,3411400
DE60,2012,3436374
DE60,2013,3468544
DE60,2014,3492684
DE60,2015,3525582
DE60,2016,3574816
DE60,2017,3620876
DE60,2018,3661168
DE60,2019,3682358
DE60,2020,3694506
DE60,2021,3704956
DE60,2022,3707870
DE60,2023,3665350
DE71,2000,7438708
DE71,2001,7475178
DE71,2002,7493704
DE71,2003,7523498
DE71,2004,7525990
DE71,2005,7550050
DE71,2006,7556248
DE71,2007,7545812
DE71,2008,7560464
DE71,2009,7569534
DE71,2010,7585882
DE71,2011,7468398
DE71,2012,7527222
DE71,2013,7582762
DE71,2014,7644958
DE71,2015,7727636
DE71,2016,7844738
DE71,2017,7902468
DE71,2018,7956100
DE71,2019,7997448
DE71,2020,8039922
DE71,2021,8053236
DE71,2022,8053128
DE71,2023,8002292
DE72,2000,2127006
DE72,2001,2127076
DE72,2002,2130056
DE72,2003,2131818
DE72,2004,2130934
DE72,2005,2128456
DE72,2006,2122646
DE72,2007,2115106
DE72,2008,2106518
DE72,2009,2097366
DE72,2010,2088538
DE72,2011,2054318
DE72,2012,2051050
DE72,2013,2046554
DE72,2014,2046300
DE72,2015,2058040
DE72,2016,2080182
DE72,2017,2087286
DE72,2018,2091614
DE72,2019,2094524
DE72,2020,2097292
DE72,2021,2097480
DE72,2022,2101530
DE72,2023,2073496
DE73,2000,2538218
DE73,2001,2534004
DE73,2002,2531892
DE73,2003,2527920
DE73,2004,2521932
DE73,2005,2517024
DE73,2006,2505814
DE73,2007,2489800
DE73,2008,2478128
DE73,2009,2463006
DE73,2010,2449482
DE73,2011,2416100
DE73,2012,2409270
DE73,2013,2403646
DE73,2014,2399592
DE73,2015,2402100
DE73,2016,2427424
DE73,2017,2436422
DE73,2018,2438810
DE73,2019,2439646
DE73,2020,2438946
DE73,2021,2435592
DE73,2022,2435376
DE73,2023,2398078
DE80,2000,3578644
DE80,2001,3551406
DE80,2002,3519754
DE80,2003,3489248
DE80,2004,3464452
DE80,2005,3439306
DE80,2006,3414532
DE80,2007,3387508
DE80,2008,3359364
DE80,2009,3328712
DE80,2010,3302432
DE80,2011,3229578
DE80,2012,3213798
DE80,2013,3200654
DE80,2014,3193010
DE80,2015,3198276
DE80,2016,3224724
DE80,2017,3221348
DE80,2018,3222238
DE80,2019,3219350
DE80,2020,3216276
DE80,2021,3221548
DE80,2022,3222320
DE80,2023,3152098
DE91,2000,3339268
DE91,2001,3337206
DE91,2002,3333728
DE91,2003,3330736
DE91,2004,3325190
DE91,2005,3317836
DE91,2006,3300870
DE91,2007,3283552
DE91,2008,3266636
DE91,2009,3247298
DE91,2010,3233440
DE91,2011,3159246
DE91,2012,3151936
DE91,2013,3149054
DE91,2014,3149872
DE91,2015,3159508
DE91,2016,3196328
DE91,2017,3191218
DE91,2018,3191468
DE91,2019,3192792
DE91,2020,3189858
DE91,2021,3181154
DE91,2022,3182848
DE91,2023,3179204
DE92,2000,4305518
DE92,2001,4316614
DE92,2002,4327808
DE92,2003,4335752
DE92,2004,4334314
DE92,2005,4333252
DE92,2006,4327838
DE92,2007,4320506
DE92,2008,4313682
DE92,2009,4298362
DE92,2010,4284880
DE92,2011,4187890
DE92,2012,4186862
DE92,2013,4189862
DE92,2014,4198158
DE92,2015,4216826
DE92,2016,4264580
DE92,2017,4279952
DE92,2018,4288240
DE92,2019,4299610
DE92,2020,4296476
DE92,2021,4295408
DE92,2022,4299718
DE92,2023,4234068
DE93,2000,3321306
DE93,2001,3344934
DE93,2002,3366876
DE93,2003,3384384
DE93,2004,3396868
DE93,2005,3405942
DE93,2006,3408266
DE93,2007,3405876
DE93,2008,3402264
DE93,2009,3393286
DE93,2010,3387308
DE93,2011,3339998
DE93,2012,3334254
DE93,2013,3334664
DE93,2014,3340398
DE93,2015,3355430
DE93,2016,3399938
DE93,2017,3407890
DE93,2018,3412928
DE93,2019,3421828
DE93,2020,3432896
DE93,2021,3444948
DE93,2022,3463062
DE93,2023,3433262
DE94,2000,4831428
DE94,2001,4853632
DE94,2002,4884420
DE94,2003,4910072
DE94,2004,4930458
DE94,2005,4944788
DE94,2006,4950918
DE94,2007,4955436
DE94,2008,4960786
DE94,2009,4955542
DE94,2010,4952002
DE94,2011,4870522
DE94,2012,4875454
DE94,2013,4884410
DE94,2014,4892690
DE94,2015,4921714
DE94,2016,4992352
DE94,2017,5012310
DE94,2018,5032914
DE94,2019,5050666
DE94,2020,5067986
DE94,2021,5085332
DE94,2022,5108434
DE94,2023,5119360
DEA1,2000,10528936
DEA1,2001,10508634
DEA1,2002,10510656
DEA1,2003,10498560
DEA1,2004,10490264
DEA1,2005,10475710
DEA1,2006,10453296
DEA1,2007,10434258
DEA1,2008,10416576
DEA1,2009,10382084
DEA1,2010,10345678
DEA1,2011,10162462
DEA1,2012,10154206
DEA1,2013,10162122
DEA1,2014,10177496
DEA1,2015,10216580
DEA1,2016,10347246
DEA1,2017,10381580
DEA1,2018,10397640
DEA1,2019,10404642
DEA1,2020,10414914
DEA1,2021,10400180
DEA1,2022,10395358
DEA1,2023,10445080
DEA2,2000,8527350
DEA2,2001,8563096
DEA2,2002,8619906
DEA2,2003,8662838
DEA2,2004,8700736
DEA2,2005,8727594
DEA2,2006,8757244
DEA2,2007,8769338
DEA2,2008,8782124
DEA2,2009,8772542
DEA2,2010,8766088
DEA2,2011,8565822
DEA2,2012,8598128
DEA2,2013,8631824
DEA2,2014,8666030
DEA2,2015,8723448
DEA2,2016,8844742
DEA2,2017,8878832
DEA2,2018,8908456
DEA2,2019,8937808
DEA2,2020,8957694
DEA2,2021,8951060
DEA2,2022,8945912
DEA2,2023,8922844
DEA3,2000,5217558
DEA3,2001,5224602
DEA3,2002,5240480
DEA3,2003,5251274
DEA3,2004,5251490
DEA3,2005,5248978
DEA3,2006,5245246
DEA3,2007,5238744
DEA3,2008,5228722
DEA3,2009,5210730
DEA3,2010,5195272
DEA3,2011,5136716
DEA3,2012,5144442
DEA3,2013,5144780
DEA3,2014,5148296
DEA3,2015,5161328
DEA3,2016,5228458
DEA3,2017,5238752
DEA3,2018,5242306
DEA3,2019,5247238
DEA3,2020,5249250
DEA3,2021,5249438
DEA3,2022,5262474
DEA3,2023,5280614
DEA4,2000,4097240
DEA4,2001,4111590
DEA4,2002,4126488
DEA4,2003,4138580
DEA4,2004,4143606
DEA4,2005,4144976
DEA4,2006,4139516
DEA4,2007,4130826
DEA4,2008,4118396
DEA4,2009,4101276
DEA4,2010,4086424
DEA4,2011,4062674
DEA4,2012,4054252
DEA4,2013,4050830
DEA4,2014,4048784
DEA4,2015,4059296
DEA4,2016,4115992
DEA4,2017,4108410
DEA4,2018,4108686
DEA4,2019,4110620
DEA4,2020,4111448
DEA4,2021,4108356
DEA4,2022,4114960
DEA4,2023,4140104
DEA5,2000,7628516
DEA5,2001,7611808
DEA5,2002,7606654
DEA5,2003,7601458
DEA5,2004,7573276
DEA5,2005,7553446
DEA5,2006,7520908
DEA5,2007,7484324
DEA5,2008,7447424
DEA5,2009,7399496
DEA5,2010,7352064
DEA5,2011,7162710
DEA5,2012,7138848
DEA5,2013,7119102
DEA5,2014,7103106
DEA5,2015,7115544
DEA5,2016,7194594
DEA5,2017,7172626
DEA5,2018,7167180
DEA5,2019,7164994
DEA5,2020,7161136
DEA5,2021,7142106
DEA5,2022,7130478
DEA5,2023,7140198
DEB1,2000,3032474
DEB1,2001,3039122
DEB1,2002,3049390
DEB1,2003,3055222
DEB1,2004,3055838
DEB1,2005,3055014
DEB1,2006,3042988
DEB1,2007,3027878
DEB1,2008,3015838
DEB1,2009,2998914
DEB1,2010,2981422
DEB1,2011,2972320
DEB1,2012,2960332
DEB1,2013,2952474
DEB1,2014,2948756
DEB1,2015,2954404
DEB1,2016,2976616
DEB1,2017,2984374
DEB1,2018,2986110
DEB1,2019,2991770
DEB1,2020,2996446
DEB1,2021,3001660
DEB1,2022,3006378
DEB1,2023,3044770
DEB2,2000,1023096
DEB2,2001,1023508
DEB2,2002,1025980
DEB2,2003,1027404
DEB2,2004,1027510
DEB2,2005,1027722
DEB2,2006,1026726
DEB2,2007,1031638
DEB2,2008,1031944
DEB2,2009,1030644
DEB2,2010,1027588
DEB2,2011,1037108
DEB2,2012,1036740
DEB2,2013,1036578
DEB2,2014,1038272
DEB2,2015,1043726
DEB2,2016,1065430
DEB2,2017,1057456
DEB2,2018,1059194
DEB2,2019,1062014
DEB2,2020,1066226
DEB2,2021,1068876
DEB2,2022,1073544
DEB2,2023,1049752
DEB3,2000,4005976
DEB3,2001,4006484
DEB3,2002,4022762
DEB3,2003,4032828
DEB3,2004,4034016
DEB3,2005,4039474
DEB3,2006,4047972
DEB3,2007,4046204
DEB3,2008,4043504
DEB3,2009,4027144
DEB3,2010,4016340
DEB3,2011,3978942
DEB3,2012,3982994
DEB3,2013,3991504
DEB3,2014,4001704
DEB3,2015,4025034
DEB3,2016,4063560
DEB3,2017,4090276
DEB3,2018,4102054
DEB3,2019,4115904
DEB3,2020,4125134
DEB3,2021,4126246
DEB3,2022,4133048
DEB3,2023,4122588
DEC0,2000,2143002
DEC0,2001,2137406
DEC0,2002,2132940
DEC0,2003,2129976
DEC0,2004,2122752
DEC0,2005,2112834
DEC0,2006,2100586
DEC0,2007,2086334
DEC0,2008,2073196
DEC0,2009,2060648
DEC0,2010,2045170
DEC0,2011,2003758
DEC0,2012,1995710
DEC0,2013,1988574
DEC0,2014,1981436
DEC0,2015,1978070
DEC0,2016,1991194
DEC0,2017,1993302
DEC0,2018,1988374
DEC0,2019,1981018
DEC0,2020,1973774
DEC0,2021,1967982
DEC0,2022,1964696
DEC0,2023,2023782
DED2,2000,3449406
DED2,2001,3425124
DED2,2002,3391490
DED2,2003,3366276
DED2,2004,3348686
DED2,2005,3335352
DED2,2006,3324964
DED2,2007,3314228
DED2,2008,3293432
DED2,2009,3276222
DED2,2010,3262972
DED2,2011,3189136
DED2,2012,3183420
DED2,2013,3182640
DED2,2014,3181854
DED2,2015,3185530
DED2,2016,3205508
DED2,2017,3200310
DED2,2018,3197146
DED2,2019,3196398
DED2,2020,3193132
DED2,2021,3179776
DED2,2022,3166534
DED2,2023,3177448
DED4,2011,3010508
DED4,2012,2982884
DED4,2013,2960420
DED4,2014,2937908
DED4,2015,2926682
DED4,2016,2931224
DED4,2017,2908288
DED4,2018,2889906
DED4,2019,2872890
DED4,2020,2852760
DED4,2021,2827460
DED4,2022,2804252
DED4,2023,2794544
DED5,2011,1932868
DED5,2012,1942060
DED5,2013,1957348
DED5,2014,1973008
DED5,2015,1998336
DED5,2016,2032970
DED5,2017,2054968
DED5,2018,2075564
DED5,2019,2086586
DED5,2020,2098050
DED5,2021,2106646
DED5,2022,2115218
DED5,2023,2127942
DEE0,2000,5297474
DEE0,2001,5230750
DEE0,2002,5161252
DEE0,2003,5097822
DEE0,2004,5045882
DEE0,2005,4988874
DEE0,2006,4939432
DEE0,2007,4883574
DEE0,2008,4824944
DEE0,2009,4763744
DEE0,2010,4712438
DEE0,2011,4594772
DEE0,2012,4553472
DEE0,2013,4518786
DEE0,2014,4489154
DEE0,2015,4471096
DEE0,2016,4490940
DEE0,2017,4472504
DEE0,2018,4446162
DEE0,2019,4416642
DEE0,2020,4389564
DEE0,2021,4361368
DEE0,2022,4338506
DEE0,2023,4300478
DEF0,2000,5554550
DEF0,2001,5579522
DEF0,2002,5608498
DEF0,2003,5633014
DEF0,2004,5646342
DEF0,2005,5657520
DEF0,2006,5665900
DEF0,2007,5668508
DEF0,2008,5674746
DEF0,2009,5668520
DEF0,2010,5664054
DEF0,2011,5600268
DEF0,2012,5604532
DEF0,2013,5613062
DEF0,2014,5631910
DEF0,2015,5661728
DEF0,2016,5717428
DEF0,2017,5763852
DEF0,2018,5779642
DEF0,2019,5793424
DEF0,2020,5807546
DEF0,2021,5821750
DEF0,2022,5844010
DEF0,2023,5878566
DEG0,2000,4898164
DEG0,2001,4862510
DEG0,2002,4822774
DEG0,2003,4784080
DEG0,2004,4746314
DEG0,2005,4710560
DEG0,2006,4669150
DEG0,2007,4622280
DEG0,2008,4578438
DEG0,2009,4535526
DEG0,2010,4499764
DEG0,2011,4390688
DEG0,2012,4363206
DEG0,2013,4340920
DEG0,2014,4321680
DEG0,2015,4313518
DEG0,2016,4341428
DEG0,2017,4316256
DEG0,2018,4302410
DEG0,2019,4286290
DEG0,2020,4266756
DEG0,2021,4240474
DEG0,2022,4217726
DEG0,2023,4237660
DK01,2007,3273498
DK01,2008,3291650
DK01,2009,3324570
DK01,2010,3360542
DK01,2011,3398774
DK01,2012,3429178
DK01,2013,3464136
DK01,2014,3498810
DK01,2015,3536250
DK01,2016,3578348
DK01,2017,3614808
DK01,2018,3645318
DK01,2019,3671124
DK01,2020,3692046
DK01,2021,3710168
DK01,2022,3735896
DK01,2023,3783742
DK02,2007,1632236
DK02,2008,1638854
DK02,2009,1642504
DK02,2010,1641128
DK02,2011,1639526
DK02,2012,1635814
DK02,2013,1632718
DK02,2014,1633452
DK02,2015,1640960
DK02,2016,1654998
DK02,2017,1665106
DK02,2018,1670048
DK02,2019,1673476
DK02,2020,1674718
DK02,2021,1677680
DK02,2022,1687026
DK02,2023,1699714
DK03,2007,2379634
DK03,2008,2389318
DK03,2009,2399334
DK03,2010,2400554
DK03,2011,2401312
DK03,2012,2402684
DK03,2013,2402838
DK03,2014,2405018
DK03,2015,2411456
DK03,2016,2423540
DK03,2017,2434448
DK03,2018,2441526
DK03,2019,2446696
DK03,2020,2446210
DK03,2021,2447268
DK03,2022,2456724
DK03,2023,2474826
DK04,2007,2454856
DK04,2008,2474082
DK04,2009,2495464
DK04,2010,2507996
DK04,2011,2521986
DK04,2012,2533364
DK04,2013,2545020
DK04,2014,2555076
DK04,2015,2565500
DK04,2016,2586618
DK04,2017,2608506
DK04,2018,2627192
DK04,2019,2641356
DK04,2020,2652680
DK04,2021,2664096
DK04,2022,2683714
DK04,2023,2717758
DK05,2007,1153944
DK05,2008,1157678
DK05,2009,1161030
DK05,2010,1159256
DK05,2011,1159658
DK05,2012,1159992
DK05,2013,1160544
DK05,2014,1162114
DK05,2015,1165264
DK05,2016,1170998
DK05,2017,1174670
DK05,2018,1178296
DK05,2019,1179510
DK05,2020,1179872
DK05,2021,1180878
DK05,2022,1183480
DK05,2023,1189268
EE00,2000,2802500
EE00,2001,2785440
EE00,2002,2767020
EE00,2003,2750380
EE00,2004,2732500
EE00,2005,2717700
EE00,2006,2701400
EE00,2007,2685840
EE00,2008,2676880
EE00,2009,2671480
EE00,2010,2666580
EE00,2011,2659320
EE00,2012,2650434
EE00,2013,2640348
EE00,2014,2631638
EE00,2015,2629740
EE00,2016,2631888
EE00,2017,2631270
EE00,2018,2638266
EE00,2019,2649640
EE00,2020,2657952
EE00,2021,2660136
EE00,2022,2663592
EE00,2023,2731768
EFTA,1995,23330072
EFTA,1996,23462384
EFTA,1997,23550154
EFTA,1998,23635530
EFTA,1999,23753186
EFTA,2000,23908832
EFTA,2001,24047430
EFTA,2002,24199638
EFTA,2003,24376878
EFTA,2004,24532938
EFTA,2005,24699284
EFTA,2006,24868286
EFTA,2007,25065426
EFTA,2008,25362960
EFTA,2009,25712130
EFTA,2010,25995058
EFTA,2011,26290080
EFTA,2012,26593164
EFTA,2013,26898060
EFTA,2015,27539868
EFTA,2016,27822524
EFTA,2017,28108052
EFTA,2018,28332626
EFTA,2019,28536216
EFTA,2020,28752988
EFTA,2021,28939032
EFTA,2022,29159234
EFTA,2023,29463608
EL30,1995,7511232
EL30,1996,7564814
EL30,1997,7605416
EL30,1998,7662928
EL30,1999,7714604
EL30,2000,7743054
EL30,2001,7791798
EL30,2002,7788518
EL30,2003,7833750
EL30,2004,7870508
EL30,2005,7905586
EL30,2006,7942882
EL30,2007,7965204
EL30,2008,7981454
EL30,2009,7998914
EL30,2010,8005742
EL30,2011,7985824
EL30,2012,7927774
EL30,2013,7825698
EL30,2014,7727526
EL30,2015,7645686
EL30,2016,7562548
EL30,2017,7547118
EL30,2018,7512906
EL30,2019,7484470
EL30,2020,7477802
EL30,2021,7473474
EL30,2022,7613100
EL30,2023,7591072
EL41,1995,397756
EL41,1996,398172
EL41,1997,397564
EL41,1998,396284
EL41,1999,394830
EL41,2000,393808
EL41,2001,393548
EL41,2002,398750
EL41,2003,398750
EL41,2004,398320
EL41,2005,398354
EL41,2006,398374
EL41,2007,396382
EL41,2008,397350
EL41,2009,399034
EL41,2010,400358
EL41,2011,401662
EL41,2012,401182
EL41,2013,398956
EL41,2014,397162
EL41,2015,395390
EL41,2016,393308
EL41,2017,407400
EL41,2018,422274
EL41,2019,442196
EL41,2020,459032
EL41,2021,458310
EL41,2022,390458
EL41,2023,389568
EL42,1995,560842
EL42,1996,573264
EL42,1997,584524
EL42,1998,594868
EL42,1999,603922
EL42,2000,611908
EL42,2001,622424
EL42,2002,631756
EL42,2003,634630
EL42,2004,637626
EL42,2005,643596
EL42,2006,649424
EL42,2007,654942
EL42,2008,659050
EL42,2009,663630
EL42,2010,665304
EL42,2011,667966
EL42,2012,669560
EL42,2013,669304
EL42,2014,669604
EL42,2015,669730
EL42,2016,669582
EL42,2017,676766
EL42,2018,681740
EL42,2019,688054
EL42,2020,695024
EL42,2021,695696
EL42,2022,655034
EL42,2023,653682
EL43,1995,1112404
EL43,1996,1120804
EL43,1997,1128714
EL43,1998,1137864
EL43,1999,1145070
EL43,2000,1151198
EL43,2001,1159344
EL43,2002,1179688
EL43,2003,1186286
EL43,2004,1192852
EL43,2005,1200980
EL43,2006,1209364
EL43,2007,1217976
EL43,2008,1226288
EL43,2009,1236634
EL43,2010,1246226
EL43,2011,1254288
EL43,2012,1258734
EL43,2013,1260170
EL43,2014,1261778
EL43,2015,1263026
EL43,2016,1263624
EL43,2017,1265348
EL43,2018,1267012
EL43,2019,1269860
EL43,2020,1273008
EL43,2021,1273532
EL43,2022,1247266
EL43,2023,1245248
EL51,1995,1152700
EL51,1996,1159584
EL51,1997,1158150
EL51,1998,1162886
EL51,1999,1165270
EL51,2000,1165500
EL51,2001,1168566
EL51,2002,1178978
EL51,2003,1184170
EL51,2004,1189024
EL51,2005,1194516
EL51,2006,1200068
EL51,2007,1205930
EL51,2008,1210822
EL51,2009,1217278
EL51,2010,1220224
EL51,2011,1223146
EL51,2012,1224148
EL51,2013,1220204
EL51,2014,1216428
EL51,2015,1212980
EL51,2016,1209008
EL51,2017,1205598
EL51,2018,1202350
EL51,2019,1199446
EL51,2020,1197226
EL51,2021,1189810
EL51,2022,1121652
EL51,2023,1117670
EL52,1995,3526546
EL52,1996,3550736
EL52,1997,3574790
EL52,1998,3609684
EL52,1999,3641028
EL52,2000,3656850
EL52,2001,3693506
EL52,2002,3704078
EL52,2003,3724950
EL52,2004,3743132
EL52,2005,3761034
EL52,2006,3780488
EL52,2007,3798484
EL52,2008,3811808
EL52,2009,3827960
EL52,2010,3843812
EL52,2011,3850874
EL52,2012,3845180
EL52,2013,3825248
EL52,2014,3806720
EL52,2015,3787756
EL52,2016,3766678
EL52,2017,3760244
EL52,2018,3751992
EL52,2019,3747554
EL52,2020,3744204
EL52,2021,3717510
EL52,2022,3581372
EL52,2023,3565184
EL53,1995,582788
EL53,1996,582320
EL53,1997,580504
EL53,1998,579634
EL53,1999,577776
EL53,2000,574312
EL53,2001,572014
EL53,2002,575626
EL53,2003,576250
EL53,2004,575600
EL53,2005,575262
EL53,2006,574430
EL53,2007,573710
EL53,2008,573392
EL53,2009,573344
EL53,2010,572900
EL53,2011,571798
EL53,2012,568122
EL53,2013,562648
EL53,2014,557412
EL53,2015,552846
EL53,2016,547686
EL53,2017,542976
EL53,2018,538444
EL53,2019,534016
EL53,2020,529340
EL53,2021,524104
EL53,2022,507908
EL53,2023,500558
EL54,1995,666700
EL54,1996,665608
EL54,1997,667410
EL54,1998,670938
EL54,1999,674306
EL54,2000,675026
EL54,2001,679578
EL54,2002,684664
EL54,2003,684338
EL54,2004,684246
EL54,2005,684908
EL54,2006,685832
EL54,2007,687572
EL54,2008,688820
EL54,2009,690334
EL54,2010,691920
EL54,2011,693006
EL54,2012,690874
EL54,2013,686256
EL54,2014,682092
EL54,2015,678284
EL54,2016,673668
EL54,2017,670500
EL54,2018,668674
EL54,2019,667392
EL54,2020,666530
EL54,2021,661970
EL54,2022,638412
EL54,2023,637010
EL61,1995,1480596
EL61,1996,1481082
EL61,1997,1480572
EL61,1998,1481332
EL61,1999,1481206
EL61,2000,1478842
EL61,2001,1479006
EL61,2002,1490678
EL61,2003,1487296
EL61,2004,1485148
EL61,2005,1483198
EL61,2006,1483530
EL61,2007,1486420
EL61,2008,1487838
EL61,2009,1491138
EL61,2010,1493952
EL61,2011,1495380
EL61,2012,1491678
EL61,2013,1483186
EL61,2014,1475372
EL61,2015,1467326
EL61,2016,1458884
EL61,2017,1451748
EL61,2018,1444130
EL61,2019,1437280
EL61,2020,1430230
EL61,2021,1419616
EL61,2022,1372688
EL61,2023,1362380
EL62,1995,393974
EL62,1996,396194
EL62,1997,398212
EL62,1998,402054
EL62,1999,405482
EL62,2000,407316
EL62,2001,410598
EL62,2002,416150
EL62,2003,414830
EL62,2004,413754
EL62,2005,413376
EL62,2006,413406
EL62,2007,414298
EL62,2008,415016
EL62,2009,416322
EL62,2010,417350
EL62,2011,418442
EL62,2012,418262
EL62,2013,416482
EL62,2014,415328
EL62,2015,414118
EL62,2016,412282
EL62,2017,410862
EL62,2018,409124
EL62,2019,407738
EL62,2020,406298
EL62,2021,404742
EL62,2022,408162
EL62,2023,404538
EL63,1995,1416378
EL63,1996,1416502
EL63,1997,1416526
EL63,1998,1418546
EL63,1999,1416512
EL63,2000,1414400
EL63,2001,1412982
EL63,2002,1412692
EL63,2003,1406230
EL63,2004,1400430
EL63,2005,1395950
EL63,2006,1392102
EL63,2007,1389802
EL63,2008,1387098
EL63,2009,1385980
EL63,2010,1384538
EL63,2011,1381808
EL63,2012,1375870
EL63,2013,1365166
EL63,2014,1355454
EL63,2015,1346526
EL63,2016,1336516
EL63,2017,1327940
EL63,2018,1318940
EL63,2019,1310378
EL63,2020,1302130
EL63,2021,1293340
EL63,2022,1293242
EL63,2023,1285442
EL64,1995,1104416
EL64,1996,1102632
EL64,1997,1100948
EL64,1998,1103660
EL64,1999,1106310
EL64,2000,1107764
EL64,2001,1112526
EL64,2002,1125696
EL64,2003,1118210
EL64,2004,1113670
EL64,2005,1110564
EL64,2006,1109318
EL64,2007,1110298
EL64,2008,1111154
EL64,2009,1114582
EL64,2010,1119310
EL64,2011,1123386
EL64,2012,1123340
EL64,2013,1120186
EL64,2014,1118428
EL64,2015,1115506
EL64,2016,1111660
EL64,2017,1111522
EL64,2018,1111246
EL64,2019,1111920
EL64,2020,1112004
EL64,2021,1106470
EL64,2022,1014144
EL64,2023,1007882
EL65,1995,1165614
EL65,1996,1164952
EL65,1997,1165204
EL65,1998,1165822
EL65,1999,1169220
EL65,2000,1171276
EL65,2001,1176088
EL65,2002,1189274
EL65,2003,1181850
EL65,2004,1176428
EL65,2005,1172500
EL65,2006,1170214
EL65,2007,1170998
EL65,2008,1171784
EL65,2009,1174340
EL65,2010,1176942
EL65,2011,1179204
EL65,2012,1178088
EL65,2013,1173726
EL65,2014,1170310
EL65,2015,1166862
EL65,2016,1162052
EL65,2017,1158364
EL65,2018,1153498
EL65,2019,1148894
EL65,2020,1144302
EL65,2021,1138690
EL65,2022,1076126
EL65,2023,1067730
ES11,1995,5454226
ES11,1996,5444710
ES11,1997,5434006
ES11,1998,5424888
ES11,1999,5415802
ES11,2000,5404942
ES11,2001,5396050
ES11,2002,5393618
ES11,2003,5410318
ES11,2004,5423172
ES11,2005,5441378
ES11,2006,5460214
ES11,2007,5482148
ES11,2008,5509532
ES11,2009,5534938
ES11,2010,5544932
ES11,2011,5546822
ES11,2012,5543832
ES11,2013,5521440
