geo,year,pop
FR10,2021,12317279
FR10,2022,12380964
FR10,2023,12407359
FRB0,2014,2577435
FRB0,2015,2578592
FRB0,2016,2577866
FRB0,2017,2576252
FRB0,2018,2572853
FRB0,2019,2573180
FRB0,2020,2574863
FRB0,2021,2573303
FRB0,2022,2581597
FRB0,2023,2581716
FRC1,2014,1642551
FRC1,2015,1641205
FRC1,2016,1637941
FRC1,2017,1632887
FRC1,2018,1628737
FRC1,2019,1625776
FRC1,2020,1622967
FRC1,2021,1620593
FRC1,2022,1622908
FRC1,2023,1619967
FRC2,2014,1178072
FRC2,2015,1179735
FRC2,2016,1180397
FRC2,2017,1178536
FRC2,2018,1179070
FRC2,2019,1179804
FRC2,2020,1178728
FRC2,2021,1179601
FRC2,2022,1181069
FRC2,2023,1180267
FRD1,2014,1479378
FRD1,2015,1479484
FRD1,2016,1477349
FRD1,2017,1474257
FRD1,2018,1471632
FRD1,2019,1469892
FRD1,2020,1471115
FRD1,2021,1473114
FRD1,2022,1477564
FRD1,2023,1477731
FRD2,2014,1856267
FRD2,2015,1859647
FRD2,2016,1858580
FRD2,2017,1856221
FRD2,2018,1855845
FRD2,2019,1855140
FRD2,2020,1854407
FRD2,2021,1854852
FRD2,2022,1861510
FRD2,2023,1861791
FRE1,2014,4076061
FRE1,2015,4077886
FRE1,2016,4074448
FRE1,2017,4072379
FRE1,2018,4072977
FRE1,2019,4073624
FRE1,2020,4069913
FRE1,2021,4072734
FRE1,2022,4077093
FRE1,2023,4073012
FRE2,2014,1930095
FRE2,2015,1932090
FRE2,2016,1932422
FRE2,2017,1931436
FRE2,2018,1931131
FRE2,2019,1931323
FRE2,2020,1927821
FRE2,2021,1922558
FRE2,2022,1921823
FRE2,2023,1917280
FRF1,2014,1872949
FRF1,2015,1879265
FRF1,2016,1884150
FRF1,2017,1889589
FRF1,2018,1898533
FRF1,2019,1907143
FRF1,2020,1915915
FRF1,2021,1919745
FRF1,2022,1924763
FRF1,2023,1927888
FRF2,2014,1339299
FRF2,2015,1338255
FRF2,2016,1333248
FRF2,2017,1328134
FRF2,2018,1323396
FRF2,2019,1320191
FRF2,2020,1319593
FRF2,2021,1316522
FRF2,2022,1312252
FRF2,2023,1308276
FRF3,2014,2342397
FRF3,2015,2341531
FRF3,2016,2337788
FRF3,2017,2331863
FRF3,2018,2328460
FRF3,2019,2328885
FRF3,2020,2327143
FRF3,2021,2325020
FRF3,2022,2323064
FRF3,2023,2318308
FRG0,2014,3690833
FRG0,2015,3718512
FRG0,2016,3737632
FRG0,2017,3757600
FRG0,2018,3781423
FRG0,2019,3806461
FRG0,2020,3832120
FRG0,2021,3853999
FRG0,2022,3879216
FRG0,2023,3898424
FRH0,2014,3276543
FRH0,2015,3293850
FRH0,2016,3306529
FRH0,2017,3318904
FRH0,2018,3335414
FRH0,2019,3354854
FRH0,2020,3373835
FRH0,2021,3394567
FRH0,2022,3422845
FRH0,2023,3440248
FRI1,2014,3343326
FRI1,2015,3370578
FRI1,2016,3393297
FRI1,2017,3414585
FRI1,2018,3437398
FRI1,2019,3464554
FRI1,2020,3485404
FRI1,2021,3515932
FRI1,2022,3551431
FRI1,2023,3575256
FRI2,2014,738120
FRI2,2015,738031
FRI2,2016,736015
FRI2,2017,734528
FRI2,2018,731285
FRI2,2019,729049
FRI2,2020,727308
FRI2,2021,727177
FRI2,2022,728087
FRI2,2023,726934
FRI3,2014,1797698
FRI3,2015,1802873
FRI3,2016,1806291
FRI3,2017,1807865
FRI3,2018,1811095
FRI3,2019,1816686
FRI3,2020,1821240
FRI3,2021,1826243
FRI3,2022,1833866
FRI3,2023,1836624
FRJ1,2014,2751592
FRJ1,2015,2772683
FRJ1,2016,2793303
FRJ1,2017,2810383
FRJ1,2018,2830361
FRJ1,2019,2854713
FRJ1,2020,2875045
FRJ1,2021,2898280
FRJ1,2022,2928581
FRJ1,2023,2948904
FRJ2,2014,2979161
FRJ2,2015,3001502
FRJ2,2016,3015132
FRJ2,2017,3034719
FRJ2,2018,3055135
FRJ2,2019,3078472
FRJ2,2020,3098924
FRJ2,2021,3123896
FRJ2,2022,3152150
FRJ2,2023,3172349
FRK1,2014,1360461
FRK1,2015,1362367
FRK1,2016,1363392
FRK1,2017,1364156
FRK1,2018,1368536
FRK1,2019,1370389
FRK1,2020,1369348
FRK1,2021,1368667
FRK1,2022,1371660
FRK1,2023,1370396
FRK2,2014,6460505
FRK2,2015,6515331
FRK2,2016,6553497
FRK2,2017,6584131
FRK2,2018,6625923
FRK2,2019,6672547
FRK2,2020,6709304
FRK2,2021,6745694
FRK2,2022,6792224
FRK2,2023,6826040
FRL0,2014,4983438
FRL0,2015,5007977
FRL0,2016,5021928
FRL0,2017,5030890
FRL0,2018,5052832
FRL0,2019,5081101
FRL0,2020,5098666
FRL0,2021,5127840
FRL0,2022,5170312
FRL0,2023,5194349
FRM0,2014,324212
FRM0,2015,327283
FRM0,2016,330455
FRM0,2017,334938
FRM0,2018,338554
FRM0,2019,340440
FRM0,2020,343701
FRM0,2021,347597
FRM0,2022,351276
FRM0,2023,354266
FRXX,2014,0
FRXX,2015,0
FRXX,2016,0
FRXX,2020,0
FRY1,2014,435293
FRY1,2015,433674
FRY1,2016,429856
FRY1,2017,425587
FRY1,2018,421694
FRY1,2019,416728
FRY1,2020,415360
FRY1,2021,415792
FRY1,2022,415065
FRY1,2023,413861
FRY2,2014,383911
FRY2,2015,380877
FRY2,2016,376480
FRY2,2017,372594
FRY2,2018,368783
FRY2,2019,364508
FRY2,2020,361225
FRY2,2021,360749
FRY2,2022,361019
FRY2,2023,359202
FRY3,2014,252338
FRY3,2015,259865
FRY3,2016,269352
FRY3,2017,268700
FRY3,2018,276128
FRY3,2019,281678
FRY3,2020,285133
FRY3,2021,286618
FRY3,2022,288382
FRY3,2023,290110
FRY4,2014,842767
FRY4,2015,850727
FRY4,2016,852924
FRY4,2017,853659
FRY4,2018,855961
FRY4,2019,861210
FRY4,2020,863083
FRY4,2021,871157
FRY4,2022,881348
FRY4,2023,886453
FRY5,2014,223713
FRY5,2015,232189
FRY5,2016,240987
FRY5,2017,250143
FRY5,2018,259621
FRY5,2019,269579
FRY5,2020,279696
FRY5,2021,289039
FRY5,2022,299634
FRY5,2023,310199
HR02,2014,1190565
HR02,2015,1172508
HR02,2016,1149380
HR02,2017,1123545
HR02,2018,1090451
HR02,2019,1066800
HR02,2020,1046438
HR02,2021,1030173
HR02,2022,1013572
HR02,2023,999106
HR03,2014,1392690
HR03,2015,1382089
HR03,2016,1367338
HR03,2017,1353140
HR03,2018,1337048
HR03,2019,1325462
HR03,2020,1317600
HR03,2021,1304875
HR03,2022,1296210
HR03,2023,1297987
HR04,2014,2840901
HR04,2015,2823087
HR04,2016,2796379
HR04,2017,2766850
HR04,2018,2727154
HR04,2019,2702175
HR04,2020,2684363
HR05,2014,788688
HR05,2015,787622
HR05,2016,784673
HR05,2017,782586
HR05,2018,778359
HR05,2019,776237
HR05,2020,774420
HR05,2021,768895
HR05,2022,766824
HR05,2023,768624
HR06,2014,845689
HR06,2015,838696
HR06,2016,829724
HR06,2017,819498
HR06,2018,808483
HR06,2019,800177
HR06,2020,795053
HR06,2021,789083
HR06,2022,785699
HR06,2023,785177
HU11,2014,1733837
HU11,2015,1741601
HU11,2016,1738570
HU11,2017,1728929
HU11,2018,1723033
HU11,2019,1722363
HU11,2020,1717144
HU11,2021,1690503
HU11,2022,1672443
HU11,2023,1671004
HU12,2014,1217628
HU12,2015,1221637
HU12,2016,1228755
HU12,2017,1240780
HU12,2018,1254436
HU12,2019,1270416
HU12,2020,1287734
HU12,2021,1300389
HU12,2022,1315964
HU12,2023,1328790
HU21,2014,1069800
HU21,2015,1064521
HU21,2016,1062306
HU21,2017,1057816
HU21,2018,1057449
HU21,2019,1060306
HU21,2020,1062982
HU21,2021,1061979
HU21,2022,1058909
HU21,2023,1059399
HU22,2014,979146
HU22,2015,975754
HU22,2016,973166
HU22,2017,970910
HU22,2018,971397
HU22,2019,973587
HU22,2020,977086
HU22,2021,979459
HU22,2022,979744
HU22,2023,982924
HU23,2014,916856
HU23,2015,908400
HU23,2016,900042
HU23,2017,893263
HU23,2018,885800
HU23,2019,878402
HU23,2020,873097
HU23,2021,869726
HU23,2022,863057
HU23,2023,858675
HU31,2014,1176263
HU31,2015,1163818
HU31,2016,1152668
HU31,2017,1142892
HU31,2018,1133848
HU31,2019,1125185
HU31,2020,1117255
HU31,2021,1111193
HU31,2022,1101369
HU31,2023,1093790
HU32,2014,1480007
HU32,2015,1473223
HU32,2016,1466389
HU32,2017,1459130
HU32,2018,1450191
HU32,2019,1439991
HU32,2020,1430692
HU32,2021,1423489
HU32,2022,1412540
HU32,2023,1405012
HU33,2014,1276680
HU33,2015,1266904
HU33,2016,1257756
HU33,2017,1246137
HU33,2018,1237501
HU33,2019,1230022
HU33,2020,1223386
HU33,2021,1214723
HU33,2022,1206377
HU33,2023,1200150
HUXX,2014,0
HUXX,2015,0
HUXX,2016,0
HUXX,2017,0
HUXX,2018,0
HUXX,2019,0
HUXX,2020,0
IE04,2014,833748
IE04,2015,833830
IE04,2016,839204
IE04,2017,851642
IE04,2018,860162
IE04,2019,872406
IE04,2020,883740
IE04,2021,891624
IE04,2022,903853
IE04,2023,930208
IE05,2014,1563179
IE05,2015,1567206
IE05,2016,1575504
IE05,2017,1596373
IE05,2018,1614582
IE05,2019,1640305
IE05,2020,1661545
IE05,2021,1676038
IE05,2022,1702333
IE05,2023,1741180
IE06,2014,2240925
IE06,2015,2276591
IE06,2016,2311578
IE06,2017,2351142
IE06,2018,2380989
IE06,2019,2427600
IE06,2020,2467315
IE06,2021,2499231
IE06,2022,2548091
IE06,2023,2600007
IS00,2014,325671
IS00,2015,329100
IS00,2016,332529
IS00,2017,338349
IS00,2018,348450
IS00,2019,356991
IS00,2020,364134
IS00,2021,368792
IS00,2022,376248
IS00,2023,387758
ITC1,2014,4420924
ITC1,2015,4403562
ITC1,2016,4384226
ITC1,2017,4370348
ITC1,2018,4349911
ITC1,2019,4328565
ITC1,2020,4311217
ITC1,2021,4274945
ITC1,2022,4256350
ITC1,2023,4251351
ITC2,2014,128245
ITC2,2015,127972
ITC2,2016,127030
ITC2,2017,126677
ITC2,2018,126213
ITC2,2019,125653
ITC2,2020,125034
ITC2,2021,124089
ITC2,2022,123360
ITC2,2023,123130
ITC3,2014,1580322
ITC3,2015,1569427
ITC3,2016,1557742
ITC3,2017,1551379
ITC3,2018,1541541
ITC3,2019,1532980
ITC3,2020,1524826
ITC3,2021,1518495
ITC3,2022,1509227
ITC3,2023,1507636
ITC4,2014,9929769
ITC4,2015,9954769
ITC4,2016,9958447
ITC4,2017,9970419
ITC4,2018,9986962
ITC4,2019,10010833
ITC4,2020,10027602
ITC4,2021,9981554
ITC4,2022,9943004
ITC4,2023,9976509
ITF1,2014,1329918
ITF1,2015,1325836
ITF1,2016,1319294
ITF1,2017,1313930
ITF1,2018,1306059
ITF1,2019,1300645
ITF1,2020,1293941
ITF1,2021,1281012
ITF1,2022,1275950
ITF1,2023,1272627
ITF2,2014,312897
ITF2,2015,311398
ITF2,2016,310026
ITF2,2017,308400
ITF2,2018,306564
ITF2,2019,303790
ITF2,2020,300516
ITF2,2021,294294
ITF2,2022,292150
ITF2,2023,290636
ITF3,2014,5812768
ITF3,2015,5804370
ITF3,2016,5790783
ITF3,2017,5776654
ITF3,2018,5762889
ITF3,2019,5740291
ITF3,2020,5712143
ITF3,2021,5624260
ITF3,2022,5624420
ITF3,2023,5609536
ITF4,2014,4077788
ITF4,2015,4063269
ITF4,2016,4043735
ITF4,2017,4024067
ITF4,2018,4000966
ITF4,2019,3975528
ITF4,2020,3953305
ITF4,2021,3933777
ITF4,2022,3922941
ITF4,2023,3907683
ITF5,2014,575814
ITF5,2015,573236
ITF5,2016,569887
ITF5,2017,566405
ITF5,2018,562968
ITF5,2019,558587
ITF5,2020,553254
ITF5,2021,545130
ITF5,2022,541168
ITF5,2023,537577
ITF6,2014,1958226
ITF6,2015,1951733
ITF6,2016,1943085
ITF6,2017,1935097
ITF6,2018,1924257
ITF6,2019,1912021
ITF6,2020,1894110
ITF6,2021,1860601
ITF6,2022,1855454
ITF6,2023,1846610
ITG1,2014,5041754
ITG1,2015,5028266
ITG1,2016,5004400
ITG1,2017,4977900
ITG1,2018,4942188
ITG1,2019,4908548
ITG1,2020,4875290
ITG1,2021,4833705
ITG1,2022,4833329
ITG1,2023,4814016
ITG2,2014,1652528
ITG2,2015,1648642
ITG2,2016,1642492
ITG2,2017,1636839
ITG2,2018,1631040
ITG2,2019,1622257
ITG2,2020,1611621
ITG2,2021,1590044
ITG2,2022,1587413
ITG2,2023,1578146
ITH1,2014,515389
ITH1,2015,517994
ITH1,2016,520252
ITH1,2017,523454
ITH1,2018,526772
ITH1,2019,530313
ITH1,2020,532644
ITH1,2021,534912
ITH1,2022,532616
ITH1,2023,534147
ITH2,2014,536813
ITH2,2015,538188
ITH2,2016,539513
ITH2,2017,540280
ITH2,2018,541966
ITH2,2019,543721
ITH2,2020,545425
ITH2,2021,542166
ITH2,2022,540958
ITH2,2023,542996
ITH3,2014,4905712
ITH3,2015,4902694
ITH3,2016,4890648
ITH3,2017,4883373
ITH3,2018,4880936
ITH3,2019,4884590
ITH3,2020,4879133
ITH3,2021,4869830
ITH3,2022,4847745
ITH3,2023,4849553
ITH4,2014,1224984
ITH4,2015,1221664
ITH4,2016,1216208
ITH4,2017,1212809
ITH4,2018,1211155
ITH4,2019,1210414
ITH4,2020,1206216
ITH4,2021,1201510
ITH4,2022,1194647
ITH4,2023,1194248
ITH5,2014,4432241
ITH5,2015,4434377
ITH5,2016,4435480
ITH5,2017,4439768
ITH5,2018,4445920
ITH5,2019,4459453
ITH5,2020,4464119
ITH5,2021,4438937
ITH5,2022,4425366
ITH5,2023,4437578
ITI1,2014,3744293
ITI1,2015,3739044
ITI1,2016,3726422
ITI1,2017,3721391
ITI1,2018,3712048
ITI1,2019,3701343
ITI1,2020,3692555
ITI1,2021,3692865
ITI1,2022,3663191
ITI1,2023,3661981
ITI2,2014,892099
ITI2,2015,888288
ITI2,2016,884092
ITI2,2017,880992
ITI2,2018,876477
ITI2,2019,873744
ITI2,2020,870165
ITI2,2021,865452
ITI2,2022,858812
ITI2,2023,856407
ITI3,2014,1549478
ITI3,2015,1545869
ITI3,2016,1538442
ITI3,2017,1532460
ITI3,2018,1526331
ITI3,2019,1520321
ITI3,2020,1512672
ITI3,2021,1498236
ITI3,2022,1487150
ITI3,2023,1484298
ITI4,2014,5723955
ITI4,2015,5744899
ITI4,2016,5761508
ITI4,2017,5774092
ITI4,2018,5774606
ITI4,2019,5773076
ITI4,2020,5755700
ITI4,2021,5730399
ITI4,2022,5714882
ITI4,2023,5720536
LI00,2014,37129
LI00,2015,37366
LI00,2016,37622
LI00,2017,37810
LI00,2018,38114
LI00,2019,38378
LI00,2020,38747
LI00,2021,39055
LI00,2022,39308
LI00,2023,39677
LT01,2014,800631
LT01,2015,799539
LT01,2016,796455
LT01,2017,795088
LT01,2018,795134
LT01,2019,798101
LT01,2020,804348
LT01,2021,810797
LT01,2022,817950
LT01,2023,848724
LT02,2014,2147231
LT02,2015,2127105
LT02,2016,2099118
LT02,2017,2063989
LT02,2018,2031066
LT02,2019,2014099
LT02,2020,2005629
LT02,2021,1999964
LT02,2022,1988048
LT02,2023,2008555
LU00,2014,549680
LU00,2015,562958
LU00,2016,576249
LU00,2017,590667
LU00,2018,602005
LU00,2019,613894
LU00,2020,626108
LU00,2021,634730
LU00,2022,645397
LU00,2023,660809
LV00,2014,2001468
LV00,2015,1986096
LV00,2016,1968957
LV00,2017,1950116
LV00,2018,1934379
LV00,2019,1919968
LV00,2020,1907675
LV00,2021,1893223
LV00,2022,1875757
LV00,2023,1883008
ME00,2014,621521
ME00,2015,622099
ME00,2016,622218
ME00,2017,622387
ME00,2018,622359
ME00,2019,622182
ME00,2020,621873
ME00,2021,620739
ME00,2022,617683
ME00,2023,616695
MK00,2014,2065410
MK00,2015,2068864
MK00,2016,2070998
MK00,2017,2073483
MK00,2018,2075108
MK00,2019,2076953
MK00,2020,2076087
MK00,2021,2068658
MK00,2022,1837114
MK00,2023,1829954
MKXX,2014,359
MKXX,2015,308
MKXX,2016,280
MKXX,2017,219
MKXX,2018,193
MKXX,2019,179
MKXX,2020,168
MT00,2014,428156
MT00,2015,438805
MT00,2016,449635
MT00,2017,459375
MT00,2018,474837
MT00,2019,492968
MT00,2020,514855
MT00,2021,516125
MT00,2022,520174
MT00,2023,542051
NL11,2014,582728
NL11,2015,583942
NL11,2016,583721
NL11,2017,583581
NL11,2018,582944
NL11,2019,583990
NL11,2020,585866
NL11,2021,586937
NL11,2022,590170
NL11,2023,596075
NL12,2014,646317
NL12,2015,646257
NL12,2016,646040
NL12,2017,646874
NL12,2018,647268
NL12,2019,647672
NL12,2020,649957
NL12,2021,651435
NL12,2022,654019
NL12,2023,659551
NL13,2014,488988
NL13,2015,488576
NL13,2016,488629
NL13,2017,491792
NL13,2018,492100
NL13,2019,492167
NL13,2020,493682
NL13,2021,494771
NL13,2022,497743
NL13,2023,502051
NL21,2014,1139697
NL21,2015,1140652
NL21,2016,1144280
NL21,2017,1147687
NL21,2018,1151501
NL21,2019,1156431
NL21,2020,1162406
NL21,2021,1166533
NL21,2022,1171910
NL21,2023,1184333
NL22,2014,2019692
NL22,2015,2026578
NL22,2016,2035351
NL22,2017,2047901
NL22,2018,2060103
NL22,2019,2071972
NL22,2020,2085952
NL22,2021,2096603
NL22,2022,2110472
NL22,2023,2133708
NL23,2014,399893
NL23,2015,401791
NL23,2016,404068
NL23,2017,407818
NL23,2018,411670
NL23,2019,416546
NL23,2020,423021
NL23,2021,428226
NL23,2022,434771
NL23,2023,444701
NL31,2014,1253672
NL31,2015,1263572
NL31,2016,1273613
NL31,2017,1284504
NL31,2018,1295484
NL31,2019,1306912
NL31,2020,1319231
NL31,2021,1361153
NL31,2022,1369873
NL31,2023,1387643
NL32,2014,2741369
NL32,2015,2761929
NL32,2016,2784854
NL32,2017,2809483
NL32,2018,2831182
NL32,2019,2853359
NL32,2020,2879527
NL32,2021,2888486
NL32,2022,2909827
NL32,2023,2952622
NL33,2014,3577032
NL33,2015,3600011
NL33,2016,3622303
NL33,2017,3650222
NL33,2018,3681044
NL33,2019,3709139
NL33,2020,3744299
NL33,2021,3726050
NL33,2022,3753944
NL33,2023,3804906
NL34,2014,380621
NL34,2015,380726
NL34,2016,381252
NL34,2017,381568
NL34,2018,382304
NL34,2019,383032
NL34,2020,383488
NL34,2021,385400
NL34,2022,386767
NL34,2023,391124
NL41,2014,2479274
NL41,2015,2488751
NL41,2016,2498749
NL41,2017,2512531
NL41,2018,2528286
NL41,2019,2544806
NL41,2020,2562955
NL41,2021,2573949
NL41,2022,2592874
NL41,2023,2626210
NL42,2014,1120006
NL42,2015,1117941
NL42,2016,1116260
NL42,2017,1117546
NL42,2018,1117198
NL42,2019,1116137
NL42,2020,1117201
NL42,2021,1115872
NL42,2022,1118302
NL42,2023,1128367
NO01,2014,1209992
NO01,2015,1232854
NO01,2016,1251687
NO01,2017,1271127
NO01,2018,1287495
NO01,2019,1305122
NO01,2020,1326682
NO02,2014,366785
NO02,2015,368358
NO02,2016,368636
NO02,2017,369893
NO02,2018,370994
NO02,2019,371054
NO02,2020,371385
NO02,2021,370603
NO02,2022,371253
NO02,2023,373628
NO03,2014,969415
NO03,2015,976682
NO03,2016,984764
NO03,2017,992962
NO03,2018,999639
NO03,2019,1005070
NO03,2020,1011472
NO04,2014,751632
NO04,2015,762031
NO04,2016,768179
NO04,2017,772813
NO04,2018,777279
NO04,2019,780898
NO04,2020,787123
NO05,2014,875475
NO05,2015,884316
NO05,2016,890719
NO05,2017,896503
NO05,2018,899627
NO05,2019,901689
NO05,2020,905335
NO06,2014,444966
NO06,2015,449386
NO06,2016,453352
NO06,2017,458221
NO06,2018,462354
NO06,2019,465634
NO06,2020,468702
NO06,2021,471124
NO06,2022,474131
NO06,2023,478470
NO07,2014,478134
NO07,2015,480740
NO07,2016,481994
NO07,2017,484647
NO07,2018,486001
NO07,2019,486452
NO07,2020,484546
NO07,2021,482513
NO07,2022,481926
NO07,2023,483536
NO08,2014,1789458
NO08,2015,1816713
NO08,2016,1842751
NO08,2017,1866163
NO08,2018,1887198
NO08,2019,1908376
NO08,2020,1934659
NO08,2021,1949394
NO08,2022,1969057
NO08,2023,2001278
NO09,2014,697974
NO09,2015,703658
NO09,2016,709343
NO09,2017,714491
NO09,2018,719531
NO09,2019,722955
NO09,2020,726627
NO09,2021,730725
NO09,2022,735966
NO09,2023,745152
NO0A,2014,1331739
NO0A,2015,1346947
NO0A,2016,1357909
NO0A,2017,1364902
NO0A,2018,1369541
NO0A,2019,1373741
NO0A,2020,1381661
NO0A,2021,1387010
NO0A,2022,1392937
NO0A,2023,1406920
NO0B,2014,0
NO0B,2015,0
NO0B,2016,0
NO0B,2017,0
NO0B,2018,0
NO0B,2019,0
NO0B,2020,0
NO0B,2022,0
PL21,2014,3316097
PL21,2015,3324579
PL21,2016,3330031
PL21,2017,3339803
PL21,2018,3349498
PL21,2019,3360545
PL21,2020,3371956
PL21,2021,3324543
PL21,2022,3320962
PL21,2023,3319305
PL22,2014,4548177
PL22,2015,4535705
PL22,2016,4520567
PL22,2017,4510528
PL22,2018,4500863
PL22,2019,4488998
PL22,2020,4475460
PL22,2021,4310201
PL22,2022,4273835
PL22,2023,4245283
PL41,2014,3441440
PL41,2015,3447689
PL41,2016,3450966
PL41,2017,3457473
PL41,2018,3465605
PL41,2019,3473172
PL41,2020,3479525
PL41,2021,3455384
PL41,2022,3449874
PL41,2023,3444228
PL42,2014,1691400
PL42,2015,1688486
PL42,2016,1684025
PL42,2017,1681246
PL42,2018,1678873
PL42,2019,1675502
PL42,2020,1671605
PL42,2021,1610051
PL42,2022,1598259
PL42,2023,1589049
PL43,2014,1008564
PL43,2015,1007442
PL43,2016,1005159
PL43,2017,1004892
PL43,2018,1004127
PL43,2019,1003310
PL43,2020,1001411
PL43,2021,965875
PL43,2022,958281
PL43,2023,952793
PL51,2014,2869579
PL51,2015,2868338
PL51,2016,2864624
PL51,2017,2866218
PL51,2018,2865358
PL51,2019,2865072
PL51,2020,2864809
PL51,2021,2833557
PL51,2022,2822229
PL51,2023,2813919
PL52,2014,960226
PL52,2015,956913
PL52,2016,952557
PL52,2017,950710
PL52,2018,948808
PL52,2019,946038
PL52,2020,942233
PL52,2021,910302
PL52,2022,902444
PL52,2023,896370
PL61,2014,2068417
PL61,2015,2065846
PL61,2016,2062006
PL61,2017,2060575
PL61,2018,2059748
PL61,2019,2055433
PL61,2020,2050976
PL61,2021,1969116
PL61,2022,1954778
PL61,2023,1943197
PL62,2014,1421264
PL62,2015,1418541
PL62,2016,1414734
PL62,2017,1410641
PL62,2018,1408415
PL62,2019,1404441
PL62,2020,1399038
PL62,2021,1322861
PL62,2022,1311843
PL62,2023,1303380
PL63,2014,2264817
PL63,2015,2271559
PL63,2016,2277059
PL63,2017,2285800
PL63,2018,2294926
PL63,2019,2305077
PL63,2020,2316135
PL63,2021,2295666
PL63,2022,2295510
PL63,2023,2295745
PL71,2014,2498861
PL71,2015,2489844
PL71,2016,2479350
PL71,2017,2471620
PL71,2018,2462448
PL71,2019,2453167
PL71,2020,2442685
PL71,2021,2380949
PL71,2022,2359467
PL71,2023,2343021
PL72,2014,1253041
PL72,2015,1247951
PL72,2016,1241895
PL72,2017,1237518
PL72,2018,1232016
PL72,2019,1226243
PL72,2020,1218743
PL72,2021,1154493
PL72,2022,1142718
PL72,2023,1133097
PL81,2014,2134413
PL81,2015,2126310
PL81,2016,2118528
PL81,2017,2112787
PL81,2018,2105442
PL81,2019,2097294
PL81,2020,2088292
PL81,2021,1981180
PL81,2022,1962076
PL81,2023,1948400
PL82,2014,2083546
PL82,2015,2084264
PL82,2016,2083496
PL82,2017,2084722
PL82,2018,2085877
PL82,2019,2086135
PL82,2020,2084447
PL82,2021,1979297
PL82,2022,1968616
PL82,2023,1962332
PL84,2014,1165447
PL84,2015,1162369
PL84,2016,1158945
PL84,2017,1156947
PL84,2018,1154856
PL84,2019,1152074
PL84,2020,1149389
PL84,2021,1097521
PL84,2022,1089385
PL84,2023,1083854
PL91,2014,2937140
PL91,2015,2960058
PL91,2016,2979942
PL91,2017,3002278
PL91,2018,3025034
PL91,2019,3053104
PL91,2020,3082399
PL91,2021,3242890
PL91,2022,3256793
PL91,2023,3269510
PL92,2014,2355427
PL92,2015,2349720
PL92,2016,2343325
PL92,2017,2339206
PL92,2018,2334793
PL92,2019,2327207
PL92,2020,2319035
PL92,2021,2239471
PL92,2022,2222691
PL92,2023,2210253
PT11,2014,3640801
PT11,2015,3618807
PT11,2016,3605791
PT11,2017,3596590
PT11,2018,3592401
PT11,2019,3591630
PT11,2020,3600042
PT11,2021,3601434
PT11,2022,3609978
PT11,2023,3640294
PT15,2014,449952
PT15,2015,449965
PT15,2016,451679
PT15,2017,453300
PT15,2018,456113
PT15,2019,459597
PT15,2020,465610
PT15,2021,469892
PT15,2022,469983
PT15,2023,478618
PT16,2014,2290675
PT16,2015,2272517
PT16,2016,2259588
PT16,2017,2246203
PT16,2018,2235005
PT16,2019,2226188
PT16,2020,2229958
PT16,2021,2239686
PT16,2022,2252648
PT16,2023,2264956
PT17,2014,2815667
PT17,2015,2820766
PT17,2016,2829408
PT17,2017,2836906
PT17,2018,2849085
PT17,2019,2859422
PT17,2020,2884800
PT17,2021,2884695
PT17,2022,2883645
PT17,2023,2921564
PT18,2014,739913
PT18,2015,732178
PT18,2016,725914
PT18,2017,719058
PT18,2018,713125
PT18,2019,708434
PT18,2020,707159
PT18,2021,709074
PT18,2022,713376
PT18,2023,716994
PT19,2023,1672267
PT1A,2023,2097742
PT1B,2023,823822
PT1C,2023,472735
PT1D,2023,836948
PT20,2014,245336
PT20,2015,243271
PT20,2016,241653
PT20,2017,240108
PT20,2018,238964
PT20,2019,237828
PT20,2020,237113
PT20,2021,237616
PT20,2022,238794
PT20,2023,240125
PT30,2014,261748
PT30,2015,257617
PT30,2016,254521
PT30,2017,252313
PT30,2018,251077
PT30,2019,250397
PT30,2020,250713
PT30,2021,251900
PT30,2022,252693
PT30,2023,254070
RO11,2014,2590220
RO11,2015,2585543
RO11,2016,2576567
RO11,2017,2568282
RO11,2018,2560504
RO11,2019,2552112
RO11,2020,2547429
RO11,2021,2537017
RO11,2022,2523549
RO11,2023,2531913
RO12,2014,2355312
RO12,2015,2350147
RO12,2016,2341964
RO12,2017,2332785
RO12,2018,2325371
RO12,2019,2318272
RO12,2020,2314826
RO12,2021,2302833
RO12,2022,2273344
RO12,2023,2280856
RO21,2014,3273367
RO21,2015,3269598
RO21,2016,3256734
RO21,2017,3239540
RO21,2018,3222732
RO21,2019,3198564
RO21,2020,3184215
RO21,2021,3163465
RO21,2022,3221819
RO21,2023,3224213
RO22,2014,2509094
RO22,2015,2492352
RO22,2016,2469868
RO22,2017,2447270
RO22,2018,2423059
RO22,2019,2396171
RO22,2020,2377101
RO22,2021,2351636
RO22,2022,2361624
RO22,2023,2353162
RO31,2014,3085095
RO31,2015,3061286
RO31,2016,3031555
RO31,2017,3003394
RO31,2018,2965415
RO31,2019,2929832
RO31,2020,2901376
RO31,2021,2868994
RO31,2022,2854809
RO31,2023,2841139
RO32,2014,2282968
RO32,2015,2284200
RO32,2016,2288203
RO32,2017,2287208
RO32,2018,2302291
RO32,2019,2315173
RO32,2020,2322002
RO32,2021,2327057
RO32,2022,2268268
RO32,2023,2290125
RO41,2014,2033360
RO41,2015,2015766
RO41,2016,1993482
RO41,2017,1972979
RO41,2018,1949813
RO41,2019,1926860
