nuts2_id,year,sex,pop
PL63,2009,F,1141313
PL63,2010,F,1144999
PL63,2011,F,1150486
PL63,2012,F,1154422
PL63,2013,F,1157765
PL63,2014,F,1160521
PL63,2015,F,1164413
PL63,2016,F,1167635
PL63,2017,F,1172438
PL63,2018,F,1177490
PL63,2019,F,1182789
PL63,2020,F,1188542
PL63,2021,F,1177670
PL63,2022,F,1178376
PL63,2023,F,1179366
PL71,2014,F,1307796
PL71,2015,F,1303013
PL71,2016,F,1297450
PL71,2017,F,1293251
PL71,2018,F,1288715
PL71,2019,F,1283714
PL71,2020,F,1278106
PL71,2021,F,1245166
PL71,2022,F,1234080
PL71,2023,F,1225533
PL72,2014,F,641150
PL72,2015,F,638651
PL72,2016,F,635990
PL72,2017,F,633906
PL72,2018,F,631001
PL72,2019,F,628105
PL72,2020,F,624232
PL72,2021,F,592764
PL72,2022,F,587062
PL72,2023,F,582421
PL81,2014,F,1099393
PL81,2015,F,1095502
PL81,2016,F,1091555
PL81,2017,F,1088767
PL81,2018,F,1084874
PL81,2019,F,1080649
PL81,2020,F,1075916
PL81,2021,F,1022422
PL81,2022,F,1012581
PL81,2023,F,1005698
PL82,2014,F,1062860
PL82,2015,F,1063108
PL82,2016,F,1062743
PL82,2017,F,1063202
PL82,2018,F,1063495
PL82,2019,F,1063578
PL82,2020,F,1062535
PL82,2021,F,1010979
PL82,2022,F,1005696
PL82,2023,F,1002539
PL84,2014,F,596889
PL84,2015,F,595311
PL84,2016,F,593678
PL84,2017,F,592730
PL84,2018,F,591652
PL84,2019,F,590251
PL84,2020,F,588932
PL84,2021,F,562620
PL84,2022,F,558499
PL84,2023,F,555978
PL91,2014,F,1560800
PL91,2015,F,1572791
PL91,2016,F,1583084
PL91,2017,F,1594979
PL91,2018,F,1606162
PL91,2019,F,1620066
PL91,2020,F,1634748
PL91,2021,F,1710982
PL91,2022,F,1717923
PL91,2023,F,1724100
PL92,2014,F,1198639
PL92,2015,F,1195534
PL92,2016,F,1192362
PL92,2017,F,1190372
PL92,2018,F,1188256
PL92,2019,F,1184525
PL92,2020,F,1180607
PL92,2021,F,1141424
PL92,2022,F,1133443
PL92,2023,F,1127464
PT11,1995,F,1837336
PT11,1996,F,1845985
PT11,1997,F,1855471
PT11,1998,F,1865697
PT11,1999,F,1876407
PT11,2000,F,1887677
PT11,2001,F,1901108
PT11,2002,F,1908265
PT11,2003,F,1916022
PT11,2004,F,1919556
PT11,2005,F,1922216
PT11,2006,F,1923580
PT11,2007,F,1925703
PT11,2008,F,1926821
PT11,2009,F,1926650
PT11,2010,F,1926443
PT11,2011,F,1924739
PT11,2012,F,1924221
PT11,2013,F,1915798
PT11,2014,F,1908873
PT11,2015,F,1900094
PT11,2016,F,1893933
PT11,2017,F,1887272
PT11,2018,F,1885480
PT11,2019,F,1885310
PT11,2020,F,1886908
PT11,2021,F,1887143
PT11,2022,F,1886856
PT11,2023,F,1897118
PT15,1995,F,181719
PT15,1996,F,183871
PT15,1997,F,186286
PT15,1998,F,189037
PT15,1999,F,191730
PT15,2000,F,194820
PT15,2001,F,198468
PT15,2002,F,202438
PT15,2003,F,206574
PT15,2004,F,209657
PT15,2005,F,212407
PT15,2006,F,215223
PT15,2007,F,218128
PT15,2008,F,221423
PT15,2009,F,224700
PT15,2010,F,227955
PT15,2011,F,231159
PT15,2012,F,232306
PT15,2013,F,232435
PT15,2014,F,232205
PT15,2015,F,232649
PT15,2016,F,234080
PT15,2017,F,235023
PT15,2018,F,236146
PT15,2019,F,237942
PT15,2020,F,240742
PT15,2021,F,242026
PT15,2022,F,241516
PT15,2023,F,246249
PT16,1995,F,1184100
PT16,1996,F,1187609
PT16,1997,F,1191631
PT16,1998,F,1196465
PT16,1999,F,1201551
PT16,2000,F,1207281
PT16,2001,F,1215029
PT16,2002,F,1218214
PT16,2003,F,1221148
PT16,2004,F,1221380
PT16,2005,F,1221692
PT16,2006,F,1220989
PT16,2007,F,1221161
PT16,2008,F,1221008
PT16,2009,F,1220237
PT16,2010,F,1219496
PT16,2011,F,1218088
PT16,2012,F,1220109
PT16,2013,F,1211602
PT16,2014,F,1202764
PT16,2015,F,1194162
PT16,2016,F,1186711
PT16,2017,F,1180031
PT16,2018,F,1174497
PT16,2019,F,1170761
PT16,2020,F,1170470
PT16,2021,F,1173756
PT16,2022,F,1176313
PT16,2023,F,1181596
PT17,1995,F,1330643
PT17,1996,F,1335259
PT17,1997,F,1341119
PT17,1998,F,1348849
PT17,1999,F,1357165
PT17,2000,F,1367606
PT17,2001,F,1381201
PT17,2002,F,1395615
PT17,2003,F,1410373
PT17,2004,F,1421014
PT17,2005,F,1429351
PT17,2006,F,1437562
PT17,2007,F,1446539
PT17,2008,F,1456728
PT17,2009,F,1467262
PT17,2010,F,1477545
PT17,2011,F,1487171
PT17,2012,F,1487036
PT17,2013,F,1488953
PT17,2014,F,1488041
PT17,2015,F,1492655
PT17,2016,F,1498816
PT17,2017,F,1503866
PT17,2018,F,1511099
PT17,2019,F,1518805
PT17,2020,F,1530288
PT17,2021,F,1527427
PT17,2022,F,1525710
PT17,2023,F,1545203
PT18,1995,F,399539
PT18,1996,F,398771
PT18,1997,F,397876
PT18,1998,F,397620
PT18,1999,F,397083
PT18,2000,F,396679
PT18,2001,F,396993
PT18,2002,F,397085
PT18,2003,F,397287
PT18,2004,F,396583
PT18,2005,F,396270
PT18,2006,F,395352
PT18,2007,F,394743
PT18,2008,F,394113
PT18,2009,F,393174
PT18,2010,F,392390
PT18,2011,F,391223
PT18,2012,F,389878
PT18,2013,F,386342
PT18,2014,F,383106
PT18,2015,F,380029
PT18,2016,F,376708
PT18,2017,F,373180
PT18,2018,F,370116
PT18,2019,F,367266
PT18,2020,F,365521
PT18,2021,F,365849
PT18,2022,F,367151
PT18,2023,F,368302
PT19,2023,F,873695
PT1A,2023,F,1112200
PT1B,2023,F,433003
PT1C,2023,F,241423
PT1D,2023,F,434780
PT20,1995,F,121518
PT20,1996,F,121546
PT20,1997,F,121613
PT20,1998,F,121625
PT20,1999,F,121717
PT20,2000,F,121924
PT20,2001,F,122124
PT20,2002,F,122548
PT20,2003,F,122999
PT20,2004,F,123344
PT20,2005,F,123645
PT20,2006,F,123974
PT20,2007,F,124273
PT20,2008,F,124648
PT20,2009,F,124893
PT20,2010,F,125130
PT20,2011,F,125239
PT20,2012,F,125559
PT20,2013,F,125217
PT20,2014,F,124704
PT20,2015,F,123928
PT20,2016,F,123270
PT20,2017,F,122690
PT20,2018,F,122189
PT20,2019,F,121697
PT20,2020,F,121261
PT20,2021,F,121522
PT20,2022,F,122171
PT20,2023,F,122839
PT30,1995,F,131875
PT30,1996,F,130706
PT30,1997,F,129677
PT30,1998,F,129083
PT30,1999,F,128812
PT30,2000,F,128885
PT30,2001,F,129393
PT30,2002,F,131130
PT30,2003,F,132849
PT30,2004,F,134187
PT30,2005,F,135369
PT30,2006,F,136495
PT30,2007,F,137646
PT30,2008,F,138851
PT30,2009,F,139859
PT30,2010,F,140775
PT30,2011,F,141559
PT30,2012,F,141452
PT30,2013,F,140248
PT30,2014,F,139054
PT30,2015,F,136936
PT30,2016,F,135571
PT30,2017,F,134480
PT30,2018,F,133612
PT30,2019,F,133101
PT30,2020,F,133215
PT30,2021,F,133703
PT30,2022,F,134138
PT30,2023,F,134666
RO11,1995,F,1467123
RO11,1996,F,1463214
RO11,1997,F,1459049
RO11,1998,F,1455372
RO11,1999,F,1453171
RO11,2000,F,1451877
RO11,2001,F,1449740
RO11,2002,F,1410701
RO11,2003,F,1405412
RO11,2004,F,1403109
RO11,2005,F,1404137
RO11,2006,F,1397070
RO11,2007,F,1398107
RO11,2008,F,1395968
RO11,2009,F,1395271
RO11,2010,F,1394995
RO11,2011,F,1394171
RO11,2012,F,1335600
RO11,2013,F,1331039
RO11,2014,F,1326143
RO11,2015,F,1324123
RO11,2016,F,1320062
RO11,2017,F,1314712
RO11,2018,F,1309914
RO11,2019,F,1305427
RO11,2020,F,1302865
RO11,2021,F,1298553
RO11,2022,F,1295755
RO11,2023,F,1297984
RO12,1995,F,1360068
RO12,1996,F,1354922
RO12,1997,F,1352222
RO12,1998,F,1351234
RO12,1999,F,1348770
RO12,2000,F,1345900
RO12,2001,F,1345760
RO12,2002,F,1298508
RO12,2003,F,1298186
RO12,2004,F,1296076
RO12,2005,F,1291068
RO12,2006,F,1292318
RO12,2007,F,1287876
RO12,2008,F,1288176
RO12,2009,F,1289588
RO12,2010,F,1289213
RO12,2011,F,1288949
RO12,2012,F,1206044
RO12,2013,F,1203029
RO12,2014,F,1198736
RO12,2015,F,1196572
RO12,2016,F,1193444
RO12,2017,F,1188013
RO12,2018,F,1183684
RO12,2019,F,1180143
RO12,2020,F,1178401
RO12,2021,F,1173843
RO12,2022,F,1165392
RO12,2023,F,1167636
RO21,1995,F,1909894
RO21,1996,F,1915136
RO21,1997,F,1913714
RO21,1998,F,1916927
RO21,1999,F,1923847
RO21,2000,F,1929438
RO21,2001,F,1934974
RO21,2002,F,1890369
RO21,2003,F,1892307
RO21,2004,F,1890761
RO21,2005,F,1887432
RO21,2006,F,1887574
RO21,2007,F,1883905
RO21,2008,F,1882271
RO21,2009,F,1880746
RO21,2010,F,1878424
RO21,2011,F,1874234
RO21,2012,F,1666738
RO21,2013,F,1655322
RO21,2014,F,1648850
RO21,2015,F,1646781
RO21,2016,F,1640180
RO21,2017,F,1629828
RO21,2018,F,1619956
RO21,2019,F,1607050
RO21,2020,F,1599851
RO21,2021,F,1591180
RO21,2022,F,1633402
RO21,2023,F,1631433
RO22,1995,F,1493573
RO22,1996,F,1493529
RO22,1997,F,1491367
RO22,1998,F,1490666
RO22,1999,F,1490662
RO22,2000,F,1490068
RO22,2001,F,1490376
RO22,2002,F,1458491
RO22,2003,F,1455441
RO22,2004,F,1452148
RO22,2005,F,1450794
RO22,2006,F,1448499
RO22,2007,F,1444120
RO22,2008,F,1440894
RO22,2009,F,1438302
RO22,2010,F,1435610
RO22,2011,F,1432415
RO22,2012,F,1296016
RO22,2013,F,1286062
RO22,2014,F,1276522
RO22,2015,F,1268624
RO22,2016,F,1258066
RO22,2017,F,1245886
RO22,2018,F,1233205
RO22,2019,F,1219346
RO22,2020,F,1210417
RO22,2021,F,1199470
RO22,2022,F,1213612
RO22,2023,F,1207234
RO31,1995,F,1797542
RO31,1996,F,1793766
RO31,1997,F,1786267
RO31,1998,F,1781870
RO31,1999,F,1777250
RO31,2000,F,1772343
RO31,2001,F,1771071
RO31,2002,F,1728860
RO31,2003,F,1722345
RO31,2004,F,1713462
RO31,2005,F,1708174
RO31,2006,F,1700365
RO31,2007,F,1692047
RO31,2008,F,1686021
RO31,2009,F,1680444
RO31,2010,F,1674835
RO31,2011,F,1668480
RO31,2012,F,1602419
RO31,2013,F,1587665
RO31,2014,F,1572340
RO31,2015,F,1559733
RO31,2016,F,1544318
RO31,2017,F,1527502
RO31,2018,F,1506766
RO31,2019,F,1486828
RO31,2020,F,1471483
RO31,2021,F,1455974
RO31,2022,F,1463902
RO31,2023,F,1453821
RO32,1995,F,1229267
RO32,1996,F,1222393
RO32,1997,F,1217021
RO32,1998,F,1213306
RO32,1999,F,1210435
RO32,2000,F,1208819
RO32,2001,F,1203305
RO32,2002,F,1174632
RO32,2003,F,1172338
RO32,2004,F,1174218
RO32,2005,F,1174995
RO32,2006,F,1178166
RO32,2007,F,1186718
RO32,2008,F,1190245
RO32,2009,F,1195185
RO32,2010,F,1199720
RO32,2011,F,1202978
RO32,2012,F,1213783
RO32,2013,F,1212741
RO32,2014,F,1211014
RO32,2015,F,1212478
RO32,2016,F,1215035
RO32,2017,F,1214089
RO32,2018,F,1220887
RO32,2019,F,1227222
RO32,2020,F,1229134
RO32,2021,F,1232735
RO32,2022,F,1210916
RO32,2023,F,1219125
RO41,1995,F,1240519
RO41,1996,F,1237362
RO41,1997,F,1233307
RO41,1998,F,1230071
RO41,1999,F,1226194
RO41,2000,F,1222478
RO41,2001,F,1220130
RO41,2002,F,1195919
RO41,2003,F,1189640
RO41,2004,F,1184198
RO41,2005,F,1178757
RO41,2006,F,1172760
RO41,2007,F,1164408
RO41,2008,F,1158028
RO41,2009,F,1151622
RO41,2010,F,1145736
RO41,2011,F,1139120
RO41,2012,F,1054982
RO41,2013,F,1043467
RO41,2014,F,1033792
RO41,2015,F,1024909
RO41,2016,F,1013971
RO41,2017,F,1002312
RO41,2018,F,989796
RO41,2019,F,977780
RO41,2020,F,969454
RO41,2021,F,961264
RO41,2022,F,956923
RO41,2023,F,951409
RO42,1995,F,1071010
RO42,1996,F,1068104
RO42,1997,F,1065960
RO42,1998,F,1059568
RO42,1999,F,1057083
RO42,2000,F,1054521
RO42,2001,F,1051737
RO42,2002,F,1011817
RO42,2003,F,1009390
RO42,2004,F,1005445
RO42,2005,F,1001461
RO42,2006,F,998321
RO42,2007,F,996862
RO42,2008,F,996111
RO42,2009,F,994646
RO42,2010,F,992560
RO42,2011,F,989950
RO42,2012,F,943307
RO42,2013,F,939269
RO42,2014,F,933862
RO42,2015,F,930353
RO42,2016,F,925776
RO42,2017,F,919527
RO42,2018,F,914406
RO42,2019,F,910212
RO42,2020,F,906572
RO42,2021,F,901053
RO42,2022,F,862742
RO42,2023,F,861945
RS11,2017,F,889766
RS11,2018,F,891244
RS11,2019,F,893108
RS11,2020,F,895291
RS11,2021,F,894103
RS11,2022,F,890455
RS11,2023,F,887774
RS12,2017,F,961993
RS12,2018,F,956825
RS12,2019,F,951296
RS12,2020,F,946297
RS12,2021,F,939767
RS12,2022,F,931314
RS12,2023,F,893555
RS21,2017,F,988166
RS21,2018,F,979503
RS21,2019,F,971190
RS21,2020,F,962939
RS21,2021,F,953386
RS21,2022,F,940578
RS21,2023,F,921861
RS22,2017,F,771320
RS22,2018,F,763280
RS22,2019,F,755359
RS22,2020,F,747539
RS22,2021,F,738319
RS22,2022,F,726723
RS22,2023,F,708529
SE11,2000,F,922322
SE11,2001,F,931526
SE11,2002,F,938469
SE11,2003,F,943507
SE11,2004,F,948042
SE11,2005,F,953618
SE11,2006,F,961584
SE11,2007,F,974408
SE11,2008,F,988370
SE11,2009,F,1003464
SE11,2010,F,1021450
SE11,2011,F,1038143
SE11,2012,F,1055390
SE11,2013,F,1072220
SE11,2014,F,1089142
SE11,2015,F,1105440
SE11,2016,F,1120812
SE11,2017,F,1137480
SE11,2018,F,1155030
SE11,2019,F,1171614
SE11,2020,F,1187065
SE11,2021,F,1194315
SE11,2022,F,1205210
SE11,2023,F,1216497
SE12,2000,F,751822
SE12,2001,F,752572
SE12,2002,F,754962
SE12,2003,F,757606
SE12,2004,F,760738
SE12,2005,F,762986
SE12,2006,F,764540
SE12,2007,F,767247
SE12,2008,F,771212
SE12,2009,F,776044
SE12,2010,F,782102
SE12,2011,F,786781
SE12,2012,F,790734
SE12,2013,F,796083
SE12,2014,F,803151
SE12,2015,F,810159
SE12,2016,F,818017
SE12,2017,F,828968
SE12,2018,F,839818
SE12,2019,F,849352
SE12,2020,F,857873
SE12,2021,F,862973
SE12,2022,F,870284
SE12,2023,F,876121
SE21,2000,F,401623
SE21,2001,F,400892
SE21,2002,F,400496
SE21,2003,F,400517
SE21,2004,F,401204
SE21,2005,F,401700
SE21,2006,F,401653
SE21,2007,F,402198
SE21,2008,F,403305
SE21,2009,F,404325
SE21,2010,F,405209
SE21,2011,F,405620
SE21,2012,F,405924
SE21,2013,F,407083
SE21,2014,F,408214
SE21,2015,F,410732
SE21,2016,F,414117
SE21,2017,F,419808
SE21,2018,F,423783
SE21,2019,F,427101
SE21,2020,F,429377
SE21,2021,F,431103
SE21,2022,F,433449
SE21,2023,F,435160
SE22,2000,F,648245
SE22,2001,F,650722
SE22,2002,F,653667
SE22,2003,F,657438
SE22,2004,F,660568
SE22,2005,F,664530
SE22,2006,F,668485
SE22,2007,F,675166
SE22,2008,F,681725
SE22,2009,F,688954
SE22,2010,F,696761
SE22,2011,F,702712
SE22,2012,F,707520
SE22,2013,F,712153
SE22,2014,F,717639
SE22,2015,F,724928
SE22,2016,F,732130
SE22,2017,F,742095
SE22,2018,F,751811
SE22,2019,F,760512
SE22,2020,F,767923
SE22,2021,F,773389
SE22,2022,F,779967
SE22,2023,F,785398
SE23,2000,F,888752
SE23,2001,F,891879
SE23,2002,F,895189
SE23,2003,F,899495
SE23,2004,F,903971
SE23,2005,F,908218
SE23,2006,F,912092
SE23,2007,F,918300
SE23,2008,F,923307
SE23,2009,F,929247
SE23,2010,F,936148
SE23,2011,F,942373
SE23,2012,F,948242
SE23,2013,F,954240
SE23,2014,F,962448
SE23,2015,F,971566
SE23,2016,F,980543
SE23,2017,F,992921
SE23,2018,F,1003233
SE23,2019,F,1013789
SE23,2020,F,1022620
SE23,2021,F,1027831
SE23,2022,F,1034329
SE23,2023,F,1041532
SE31,2000,F,421795
SE31,2001,F,418954
SE31,2002,F,417018
SE31,2003,F,415560
SE31,2004,F,415261
SE31,2005,F,414536
SE31,2006,F,413911
SE31,2007,F,413590
SE31,2008,F,413323
SE31,2009,F,413351
SE31,2010,F,413454
SE31,2011,F,413400
SE31,2012,F,412618
SE31,2013,F,412715
SE31,2014,F,414005
SE31,2015,F,415631
SE31,2016,F,417252
SE31,2017,F,420998
SE31,2018,F,422788
SE31,2019,F,424141
SE31,2020,F,425219
SE31,2021,F,425156
SE31,2022,F,425893
SE31,2023,F,425870
SE32,2000,F,190438
SE32,2001,F,188607
SE32,2002,F,187184
SE32,2003,F,186460
SE32,2004,F,186265
SE32,2005,F,186261
SE32,2006,F,185912
SE32,2007,F,185932
SE32,2008,F,185663
SE32,2009,F,185560
SE32,2010,F,185117
SE32,2011,F,184836
SE32,2012,F,184155
SE32,2013,F,183937
SE32,2014,F,183839
SE32,2015,F,184079
SE32,2016,F,184434
SE32,2017,F,185474
SE32,2018,F,185914
SE32,2019,F,185815
SE32,2020,F,185861
SE32,2021,F,185491
SE32,2022,F,185751
SE32,2023,F,185624
SE33,2000,F,256311
SE33,2001,F,254887
SE33,2002,F,253698
SE33,2003,F,253098
SE33,2004,F,252965
SE33,2005,F,253232
SE33,2006,F,253025
SE33,2007,F,252893
SE33,2008,F,252101
SE33,2009,F,251692
SE33,2010,F,251427
SE33,2011,F,251461
SE33,2012,F,251438
SE33,2013,F,251557
SE33,2014,F,252069
SE33,2015,F,252580
SE33,2016,F,252746
SE33,2017,F,254062
SE33,2018,F,255203
SE33,2019,F,255423
SE33,2020,F,255837
SE33,2021,F,256190
SE33,2022,F,256736
SE33,2023,F,257030
SI03,2003,F,557152
SI03,2004,F,556728
SI03,2005,F,556523
SI03,2006,F,556219
SI03,2007,F,556121
SI03,2008,F,552307
SI03,2009,F,552123
SI03,2010,F,552946
SI03,2011,F,552779
SI03,2012,F,552982
SI03,2013,F,551161
SI03,2014,F,548886
SI03,2015,F,548110
SI03,2016,F,547142
SI03,2017,F,546169
SI03,2018,F,544764
SI03,2019,F,544425
SI03,2020,F,544791
SI03,2021,F,545969
SI03,2022,F,545634
SI03,2023,F,546846
SI04,2003,F,462294
SI04,2004,F,462903
SI04,2005,F,464015
SI04,2006,F,465674
SI04,2007,F,467274
SI04,2008,F,471429
SI04,2009,F,476294
SI04,2010,F,479923
SI04,2011,F,482847
SI04,2012,F,485783
SI04,2013,F,488599
SI04,2014,F,491325
SI04,2015,F,492535
SI04,2016,F,493713
SI04,2017,F,494601
SI04,2018,F,495075
SI04,2019,F,497827
SI04,2020,F,500004
SI04,2021,F,503070
SI04,2022,F,503851
SI04,2023,F,506855
SK01,2000,F,324137
SK01,2001,F,315492
SK01,2002,F,315610
SK01,2003,F,314544
SK01,2004,F,313301
SK01,2005,F,312618
SK01,2006,F,312386
SK01,2007,F,312326
SK01,2008,F,312450
SK01,2009,F,313217
SK01,2010,F,314781
SK01,2011,F,315848
SK01,2012,F,319241
SK01,2013,F,322376
SK01,2014,F,325354
SK01,2015,F,328848
SK01,2016,F,332674
SK01,2017,F,336922
SK01,2018,F,341252
SK01,2019,F,345634
SK01,2020,F,350480
SK01,2021,F,354201
SK01,2022,F,375415
SK01,2023,F,377648
SK02,2000,F,962991
SK02,2001,F,961052
SK02,2002,F,959807
SK02,2003,F,957062
SK02,2004,F,955147
SK02,2005,F,953539
SK02,2006,F,951339
SK02,2007,F,949097
SK02,2008,F,947436
SK02,2009,F,946363
SK02,2010,F,944486
SK02,2011,F,942164
SK02,2012,F,942107
SK02,2013,F,941111
SK02,2014,F,940002
SK02,2015,F,938864
SK02,2016,F,936906
SK02,2017,F,935761
SK02,2018,F,934169
SK02,2019,F,932710
SK02,2020,F,931464
SK02,2021,F,929480
SK02,2022,F,925349
SK02,2023,F,922605
SK03,2000,F,694459
SK03,2001,F,694771
SK03,2002,F,694696
SK03,2003,F,694423
SK03,2004,F,694144
SK03,2005,F,694148
SK03,2006,F,693675
SK03,2007,F,693234
SK03,2008,F,692731
SK03,2009,F,692371
SK03,2010,F,692268
SK03,2011,F,691700
SK03,2012,F,691711
SK03,2013,F,690936
SK03,2014,F,690026
SK03,2015,F,689168
SK03,2016,F,687754
SK03,2017,F,686847
SK03,2018,F,685917
SK03,2019,F,684707
SK03,2020,F,683392
SK03,2021,F,681921
SK03,2022,F,668944
SK03,2023,F,666536
SK04,2000,F,791944
SK04,2001,F,794956
SK04,2002,F,796917
SK04,2003,F,799090
SK04,2004,F,801152
SK04,2005,F,803356
SK04,2006,F,805673
SK04,2007,F,807868
SK04,2008,F,809759
SK04,2009,F,812113
SK04,2010,F,815329
SK04,2011,F,817561
SK04,2012,F,819511
SK04,2013,F,820434
SK04,2014,F,821507
SK04,2015,F,822141
SK04,2016,F,822836
SK04,2017,F,824129
SK04,2018,F,825268
SK04,2019,F,826293
SK04,2020,F,827187
SK04,2021,F,827693
SK04,2022,F,807101
SK04,2023,F,806909
TR10,2001,F,5514200
TR10,2002,F,5624181
TR10,2003,F,5729024
TR10,2004,F,5833760
TR10,2005,F,5942814
TR10,2006,F,6055080
TR10,2007,F,6169986
TR10,2008,F,6282073
TR10,2009,F,6310392
TR10,2010,F,6416161
TR10,2011,F,6600591
TR10,2012,F,6778259
TR10,2013,F,6897832
TR10,2014,F,7044746
TR10,2015,F,7155860
TR10,2016,F,7296935
TR10,2017,F,7379726
TR10,2018,F,7499740
TR10,2019,F,7525493
TR10,2020,F,7729011
TR10,2021,F,7711616
TR10,2022,F,7907214
TR10,2023,F,7952131
TR21,2001,F,624358
TR21,2002,F,636364
TR21,2003,F,647766
TR21,2004,F,659133
TR21,2005,F,670960
TR21,2006,F,683127
TR21,2007,F,695564
TR21,2008,F,707638
TR21,2009,F,726663
TR21,2010,F,737577
TR21,2011,F,749613
TR21,2012,F,761869
TR21,2013,F,774952
TR21,2014,F,787984
TR21,2015,F,804725
TR21,2016,F,824315
TR21,2017,F,843581
TR21,2018,F,863585
TR21,2019,F,879769
TR21,2020,F,893131
TR21,2021,F,907953
TR21,2022,F,927216
TR21,2023,F,948129
TR22,2001,F,758072
TR22,2002,F,763467
TR22,2003,F,767914
TR22,2004,F,772111
TR22,2005,F,776614
TR22,2006,F,781315
TR22,2007,F,786104
TR22,2008,F,790282
TR22,2009,F,798421
TR22,2010,F,803513
TR22,2011,F,809478
TR22,2012,F,814013
TR22,2013,F,822618
TR22,2014,F,828886
TR22,2015,F,847663
TR22,2016,F,847590
TR22,2017,F,856785
TR22,2018,F,863806
TR22,2019,F,881407
TR22,2020,F,885206
TR22,2021,F,890612
TR22,2022,F,902025
TR22,2023,F,911127
TR31,2001,F,1721678
TR31,2002,F,1743503
TR31,2003,F,1763400
TR31,2004,F,1782947
TR31,2005,F,1803465
TR31,2006,F,1824655
TR31,2007,F,1846303
TR31,2008,F,1866774
TR31,2009,F,1898186
TR31,2010,F,1934627
TR31,2011,F,1963480
TR31,2012,F,1986144
TR31,2013,F,2006213
TR31,2014,F,2033740
TR31,2015,F,2062648
TR31,2016,F,2090191
TR31,2017,F,2118913
TR31,2018,F,2146129
TR31,2019,F,2167934
TR31,2020,F,2192932
TR31,2021,F,2207468
TR31,2022,F,2226502
TR31,2023,F,2246340
TR32,2001,F,1196086
TR32,2002,F,1211708
TR32,2003,F,1226022
TR32,2004,F,1240126
TR32,2005,F,1254940
TR32,2006,F,1270257
TR32,2007,F,1285929
TR32,2008,F,1300812
TR32,2009,F,1328460
TR32,2010,F,1345038
TR32,2011,F,1363692
TR32,2012,F,1382430
TR32,2013,F,1398326
TR32,2014,F,1418819
TR32,2015,F,1452688
TR32,2016,F,1472339
TR32,2017,F,1493914
TR32,2018,F,1512106
TR32,2019,F,1541674
TR32,2020,F,1560378
TR32,2021,F,1576460
TR32,2022,F,1601732
TR32,2023,F,1624740
TR33,2001,F,1469905
TR33,2002,F,1470954
TR33,2003,F,1469979
TR33,2004,F,1468338
TR33,2005,F,1467073
TR33,2006,F,1466006
TR33,2007,F,1464904
TR33,2008,F,1462465
TR33,2009,F,1466284
TR33,2010,F,1470174
TR33,2011,F,1472974
TR33,2012,F,1475518
TR33,2013,F,1488646
TR33,2014,F,1495902
TR33,2015,F,1501499
TR33,2016,F,1510847
TR33,2017,F,1525080
TR33,2018,F,1536586
TR33,2019,F,1552571
TR33,2020,F,1562626
TR33,2021,F,1568726
TR33,2022,F,1579369
TR33,2023,F,1587116
TR41,2001,F,1512097
TR41,2002,F,1536944
TR41,2003,F,1560226
TR41,2004,F,1583323
TR41,2005,F,1607429
TR41,2006,F,1632250
TR41,2007,F,1657616
TR41,2008,F,1682061
TR41,2009,F,1723603
TR41,2010,F,1753723
TR41,2011,F,1788340
TR41,2012,F,1815936
TR41,2013,F,1838994
TR41,2014,F,1869686
TR41,2015,F,1901136
TR41,2016,F,1936042
TR41,2017,F,1974707
TR41,2018,F,2003169
TR41,2019,F,2039902
TR41,2020,F,2076404
TR41,2021,F,2104194
TR41,2022,F,2134495
TR41,2023,F,2165188
TR42,2001,F,1309567
TR42,2002,F,1339007
TR42,2003,F,1367357
TR42,2004,F,1395807
TR42,2005,F,1425425
TR42,2006,F,1455944
TR42,2007,F,1487236
TR42,2008,F,1517982
TR42,2009,F,1557348
TR42,2010,F,1586167
TR42,2011,F,1617691
TR42,2012,F,1646672
TR42,2013,F,1677970
TR42,2014,F,1713465
TR42,2015,F,1750983
TR42,2016,F,1796141
TR42,2017,F,1846699
TR42,2018,F,1891041
TR42,2019,F,1929843
TR42,2020,F,1968675
TR42,2021,F,2001285
TR42,2022,F,2042235
TR42,2023,F,2079690
TR51,2001,F,1940913
TR51,2002,F,1983661
TR51,2003,F,2024703
TR51,2004,F,2065809
TR51,2005,F,2108559
TR51,2006,F,2152545
TR51,2007,F,2197578
TR51,2008,F,2241723
TR51,2009,F,2281160
TR51,2010,F,2332169
TR51,2011,F,2392490
TR51,2012,F,2451835
TR51,2013,F,2491086
TR51,2014,F,2537558
TR51,2015,F,2587267
TR51,2016,F,2649340
TR51,2017,F,2693087
TR51,2018,F,2742534
TR51,2019,F,2775085
TR51,2020,F,2845226
TR51,2021,F,2857445
TR51,2022,F,2903916
TR51,2023,F,2925806
TR52,2001,F,1039110
TR52,2002,F,1049370
TR52,2003,F,1058394
TR52,2004,F,1067134
TR52,2005,F,1076367
TR52,2006,F,1085936
TR52,2007,F,1095698
TR52,2008,F,1104694
TR52,2009,F,1111083
TR52,2010,F,1124040
TR52,2011,F,1134889
TR52,2012,F,1146143
TR52,2013,F,1156565
TR52,2014,F,1167221
TR52,2015,F,1182921
TR52,2016,F,1195260
TR52,2017,F,1211129
TR52,2018,F,1221733
TR52,2019,F,1237089
TR52,2020,F,1250037
TR52,2021,F,1258260
TR52,2022,F,1274381
TR52,2023,F,1285699
TR61,2001,F,1030723
TR61,2002,F,1055743
TR61,2003,F,1079921
TR61,2004,F,1104198
