n_pre,statistic,df,p_value,terms
24,36.79956614068822,24,0.045816127457241486,post_year::-24:border; post_year::-23:border; post_year::-22:border; post_year::-21:border; post_year::-20:border; post_year::-19:border; post_year::-18:border; post_year::-17:border; post_year::-16:border; post_year::-15:border; post_year::-14:border; post_year::-13:border; post_year::-12:border; post_year::-11:border; post_year::-10:border; post_year::-9:border; post_year::-8:border; post_year::-7:border; post_year::-6:border; post_year::-5:border; post_year::-4:border; post_year::-3:border; post_year::-2:border; post_year::-1:border
