N_regions,N_obs,coverage_pct,N_border,P_border,N_nonborder,P_nonborder,N_ext_touch,LE_1995,LE_2019,LE_2020,LE_2023
240,6102,87.7,130,54.2,110,45.8,32,76.42,81.46,80.55,81.52
